Id,When,DataType,NAICS,ServiceDetail,Alberta,BritishColumbia,Canada,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,ModifiedDate
42124,1/1/2004 12:00:00 AM,Unadjusted,Special food services,Receipts,21334000,38813000,218307000,4288000,5151000,2994000,8115000,92507000,336000,39430000,3619000,9/23/2021 8:59:32 AM
42125,1/1/2004 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,413897000,580207000,3292362000,96513000,77012000,44101000,90821000,1223573000,16662000,656602000,81393000,9/23/2021 8:59:32 AM
42126,2/1/2004 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,29634000,74978000,240660000,1823000,4267000,3978000,6491000,56148000,1435000,57201000,4311000,9/23/2021 8:59:32 AM
42127,2/1/2004 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,182880000,215932000,1255165000,39091000,21257000,6211000,21205000,432268000,3560000,294359000,30981000,9/23/2021 8:59:32 AM
42128,2/1/2004 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,151772000,184561000,1174571000,39907000,36282000,23626000,40174000,483621000,6295000,170975000,34862000,9/23/2021 8:59:32 AM
42129,2/1/2004 12:00:00 AM,Unadjusted,Special food services,Receipts,23177000,36760000,237547000,5192000,5543000,2856000,8609000,100012000,390000,49122000,3740000,9/23/2021 8:59:32 AM
42130,2/1/2004 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,411772000,568650000,3294926000,97363000,77662000,45360000,91675000,1228414000,15667000,660280000,84985000,9/23/2021 8:59:32 AM
42131,3/1/2004 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,23862000,85282000,248747000,2148000,4171000,6194000,5779000,58403000,1285000,54367000,7257000,9/23/2021 8:59:32 AM
42132,3/1/2004 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,206563000,261847000,1426698000,45518000,26380000,7374000,26303000,472905000,5538000,328423000,34737000,9/23/2021 8:59:32 AM
42133,3/1/2004 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,167297000,193544000,1320956000,48718000,43921000,24287000,50113000,559590000,6664000,184403000,38744000,9/23/2021 8:59:32 AM
42134,3/1/2004 12:00:00 AM,Unadjusted,Special food services,Receipts,22080000,38910000,246329000,4730000,5776000,2721000,9607000,99041000,356000,59548000,3560000,9/23/2021 8:59:32 AM
42135,3/1/2004 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,420011000,587660000,3376214000,104064000,80356000,45124000,94744000,1249366000,16823000,680369000,83925000,9/23/2021 8:59:32 AM
42136,4/1/2004 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,34329000,88396000,268426000,2558000,5369000,6693000,6281000,56654000,1740000,59641000,5823000,9/23/2021 8:59:32 AM
42137,4/1/2004 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,199192000,254182000,1521648000,44573000,24027000,7597000,28660000,542904000,5238000,372973000,38206000,9/23/2021 8:59:32 AM
42138,4/1/2004 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,175636000,192360000,1361453000,51667000,39727000,27324000,44046000,570156000,6509000,208234000,43149000,9/23/2021 8:59:32 AM
42139,4/1/2004 12:00:00 AM,Unadjusted,Special food services,Receipts,23055000,38335000,248612000,4922000,5756000,3736000,8862000,98625000,509000,58837000,4140000,9/23/2021 8:59:32 AM
42140,4/1/2004 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,422707000,583735000,3453173000,103218000,77780000,46968000,94501000,1307881000,16903000,702430000,86934000,9/23/2021 8:59:32 AM
42141,5/1/2004 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,34723000,82025000,269729000,2627000,5153000,6120000,6272000,56605000,1673000,67561000,5984000,9/23/2021 8:59:32 AM
42142,5/1/2004 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,210220000,280710000,1639644000,45866000,23948000,9012000,37983000,596304000,6098000,387190000,37705000,9/23/2021 8:59:32 AM
42143,5/1/2004 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,181108000,193884000,1411689000,51373000,40563000,26564000,46186000,599542000,7855000,219805000,42022000,9/23/2021 8:59:32 AM
42144,5/1/2004 12:00:00 AM,Unadjusted,Special food services,Receipts,21152000,42094000,255948000,5075000,4657000,3423000,7170000,104538000,403000,61517000,4031000,9/23/2021 8:59:32 AM
42145,5/1/2004 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,431008000,585015000,3427182000,102054000,76366000,45611000,96739000,1295078000,16854000,682596000,85848000,9/23/2021 8:59:32 AM
42146,6/1/2004 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,30532000,76476000,248889000,2254000,5165000,6574000,5924000,53692000,1626000,61431000,4437000,9/23/2021 8:59:32 AM
42147,6/1/2004 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,193559000,286599000,1623611000,49147000,25663000,7932000,40267000,582917000,7190000,387398000,37855000,9/23/2021 8:59:32 AM
42148,6/1/2004 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,180086000,196419000,1402744000,54264000,41646000,28268000,46631000,582764000,5713000,219832000,44310000,9/23/2021 8:59:32 AM
42149,6/1/2004 12:00:00 AM,Unadjusted,Special food services,Receipts,23343000,44267000,261317000,3162000,3401000,3283000,6982000,111900000,341000,58289000,4409000,9/23/2021 8:59:32 AM
42150,6/1/2004 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,427772000,590961000,3402534000,104041000,76206000,43930000,95541000,1266416000,16376000,684617000,86926000,9/23/2021 8:59:32 AM
42151,7/1/2004 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,31077000,85904000,276241000,2274000,5832000,7552000,8372000,54534000,2414000,70356000,6857000,9/23/2021 8:59:32 AM
42152,7/1/2004 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,216967000,311045000,1786852000,45332000,31655000,10542000,46647000,638913000,11903000,429307000,38875000,9/23/2021 8:59:32 AM
42153,7/1/2004 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,193091000,215127000,1498169000,56341000,46080000,32301000,46372000,616446000,9902000,238238000,41182000,9/23/2021 8:59:32 AM
42154,7/1/2004 12:00:00 AM,Unadjusted,Special food services,Receipts,20667000,46090000,238373000,4642000,2487000,2774000,6005000,101288000,165000,48070000,4178000,9/23/2021 8:59:32 AM
42155,7/1/2004 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,435360000,591320000,3428458000,101448000,77752000,45131000,94551000,1277759000,16901000,693955000,84110000,9/23/2021 8:59:32 AM
42156,8/1/2004 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,26814000,80572000,252559000,2346000,5283000,6379000,6626000,53688000,2465000,62242000,5169000,9/23/2021 8:59:32 AM
42157,8/1/2004 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,220033000,311419000,1785801000,44883000,37557000,10519000,55003000,639167000,13616000,407171000,41005000,9/23/2021 8:59:32 AM
42158,8/1/2004 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,182998000,216798000,1486252000,55010000,47437000,34160000,51171000,617001000,9759000,227608000,41035000,9/23/2021 8:59:32 AM
42159,8/1/2004 12:00:00 AM,Unadjusted,Special food services,Receipts,20447000,50470000,242182000,4359000,2556000,2835000,6812000,96082000,211000,52217000,4112000,9/23/2021 8:59:32 AM
42160,8/1/2004 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,440478000,597333000,3489915000,102721000,85696000,47581000,104596000,1296992000,17379000,701426000,85432000,9/23/2021 8:59:32 AM
42161,9/1/2004 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,27408000,86710000,265948000,1965000,5285000,4837000,6904000,56871000,1820000,67232000,6020000,9/23/2021 8:59:32 AM
42162,9/1/2004 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,206439000,287048000,1616829000,43184000,35192000,8532000,40000000,574334000,9336000,374513000,33863000,9/23/2021 8:59:32 AM
42163,9/1/2004 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,158075000,194555000,1358764000,53670000,40745000,27122000,46343000,576065000,8193000,210783000,38733000,9/23/2021 8:59:32 AM
42164,9/1/2004 12:00:00 AM,Unadjusted,Special food services,Receipts,22434000,46015000,282961000,5518000,5587000,3594000,9289000,118031000,464000,65607000,4549000,9/23/2021 8:59:32 AM
42165,9/1/2004 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,432094000,608299000,3468026000,103599000,83201000,45424000,94207000,1284492000,17294000,704102000,84009000,9/23/2021 8:59:32 AM
42166,10/1/2004 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,30737000,91548000,275112000,2558000,4729000,5821000,7327000,61260000,1973000,61786000,6492000,9/23/2021 8:59:32 AM
42167,10/1/2004 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,217905000,271817000,1556954000,45818000,33744000,8358000,34900000,529040000,8284000,368097000,35007000,9/23/2021 8:59:32 AM
42168,10/1/2004 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,164270000,203180000,1383292000,54594000,43031000,29778000,46551000,574832000,8023000,216399000,38204000,9/23/2021 8:59:32 AM
42169,10/1/2004 12:00:00 AM,Unadjusted,Special food services,Receipts,22323000,44794000,286472000,5511000,6071000,3765000,10137000,122120000,560000,64358000,4834000,9/23/2021 8:59:32 AM
42170,10/1/2004 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,430055000,609301000,3428961000,104580000,82251000,47607000,93298000,1250651000,17868000,700489000,81673000,9/23/2021 8:59:32 AM
42171,11/1/2004 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,32133000,74367000,257467000,2629000,4203000,4833000,5814000,60935000,1434000,65127000,5153000,9/23/2021 8:59:32 AM
42172,11/1/2004 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,208045000,270050000,1489445000,47442000,31560000,8418000,24696000,509067000,6454000,344663000,35256000,9/23/2021 8:59:32 AM
42173,11/1/2004 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,155374000,210167000,1323963000,49352000,40850000,31313000,44587000,544661000,7534000,200072000,35531000,9/23/2021 8:59:32 AM
42174,11/1/2004 12:00:00 AM,Unadjusted,Special food services,Receipts,28555000,46395000,283426000,6087000,5855000,3646000,9625000,115506000,538000,60518000,4746000,9/23/2021 8:59:32 AM
42175,11/1/2004 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,433579000,643354000,3465618000,104549000,82829000,46967000,90024000,1244166000,17370000,705958000,84810000,9/23/2021 8:59:32 AM
42176,12/1/2004 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,33733000,79646000,271685000,2489000,5141000,5906000,6007000,57764000,1674000,74198000,4313000,9/23/2021 8:59:32 AM
42177,12/1/2004 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,223852000,294874000,1586275000,46728000,32040000,9807000,26684000,539594000,5720000,367691000,35632000,9/23/2021 8:59:32 AM
42178,12/1/2004 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,172257000,215410000,1372710000,47579000,43235000,32634000,48678000,556969000,7812000,210672000,34964000,9/23/2021 8:59:32 AM
42179,12/1/2004 12:00:00 AM,Unadjusted,Special food services,Receipts,27179000,45502000,282238000,6010000,5168000,3437000,9095000,114209000,445000,64567000,4791000,9/23/2021 8:59:32 AM
42180,12/1/2004 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,445914000,612056000,3460827000,99237000,80855000,46656000,88826000,1271068000,16963000,707424000,81713000,9/23/2021 8:59:32 AM
42181,1/1/2005 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,28762000,70091000,235756000,1976000,4346000,3647000,5392000,54766000,1197000,61243000,3619000,9/23/2021 8:59:32 AM
42182,1/1/2005 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,205425000,249554000,1340547000,41982000,22660000,7557000,18653000,442939000,4073000,310202000,34729000,9/23/2021 8:59:32 AM
42183,1/1/2005 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,156022000,180306000,1196965000,39432000,33867000,25715000,37162000,501442000,6322000,183199000,30865000,9/23/2021 8:59:32 AM
42184,1/1/2005 12:00:00 AM,Unadjusted,Special food services,Receipts,23820000,43052000,254205000,4919000,4775000,3012000,8179000,104728000,418000,54562000,3955000,9/23/2021 8:59:32 AM
42185,1/1/2005 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,446974000,618395000,3491585000,102174000,79094000,47064000,86755000,1286975000,16278000,713546000,83616000,9/23/2021 8:59:32 AM
42186,2/1/2005 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,28515000,78746000,240353000,1699000,4029000,3785000,5155000,52407000,1452000,60218000,3522000,9/23/2021 8:59:32 AM
42187,2/1/2005 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,208275000,242033000,1360420000,40902000,23011000,8039000,18952000,466438000,4098000,311870000,33918000,9/23/2021 8:59:32 AM
42188,2/1/2005 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,154135000,191585000,1170031000,37709000,32245000,26851000,36929000,475963000,5736000,175629000,30462000,9/23/2021 8:59:32 AM
42189,2/1/2005 12:00:00 AM,Unadjusted,Special food services,Receipts,26339000,43340000,257526000,4978000,4973000,3244000,8562000,102344000,488000,56265000,4111000,9/23/2021 8:59:32 AM
42190,2/1/2005 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,455256000,631731000,3521113000,99109000,76259000,52360000,86414000,1292734000,15796000,717262000,84424000,9/23/2021 8:59:32 AM
42191,3/1/2005 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,34594000,88534000,277185000,1719000,4689000,4399000,6073000,58193000,1728000,72289000,4034000,9/23/2021 8:59:32 AM
42192,3/1/2005 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,224198000,274723000,1503615000,44055000,25323000,8338000,21890000,524513000,4477000,335121000,37647000,9/23/2021 8:59:32 AM
42193,3/1/2005 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,176437000,197281000,1312022000,43089000,37876000,30875000,43018000,540705000,6671000,199338000,33289000,9/23/2021 8:59:32 AM
42194,3/1/2005 12:00:00 AM,Unadjusted,Special food services,Receipts,29361000,46338000,276390000,5787000,5067000,3786000,9914000,113637000,502000,54053000,4691000,9/23/2021 8:59:32 AM
42195,3/1/2005 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,460320000,607432000,3481607000,97687000,73930000,52055000,84737000,1289887000,15635000,710752000,78893000,9/23/2021 8:59:32 AM
42196,4/1/2005 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,32334000,90674000,276506000,1854000,4587000,4624000,6158000,55634000,1847000,73317000,4486000,9/23/2021 8:59:32 AM
42197,4/1/2005 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,232032000,277652000,1569970000,45891000,26277000,8357000,25234000,540963000,4656000,366673000,38755000,9/23/2021 8:59:32 AM
42198,4/1/2005 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,179711000,198885000,1369405000,45108000,38970000,32000000,43673000,562782000,6236000,221416000,37098000,9/23/2021 8:59:32 AM
42199,4/1/2005 12:00:00 AM,Unadjusted,Special food services,Receipts,27067000,40546000,269130000,5549000,4918000,3278000,9226000,116200000,511000,54346000,4524000,9/23/2021 8:59:32 AM
42200,4/1/2005 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,458621000,612476000,3499052000,96841000,75908000,49489000,87457000,1295880000,15682000,714655000,80572000,9/23/2021 8:59:32 AM
42201,5/1/2005 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,30473000,82851000,267182000,1792000,4491000,4361000,5941000,55151000,1722000,75250000,4330000,9/23/2021 8:59:32 AM
42202,5/1/2005 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,220398000,303207000,1653176000,45247000,25795000,9024000,29446000,574897000,5191000,396684000,39349000,9/23/2021 8:59:32 AM
42203,5/1/2005 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,184531000,211902000,1440913000,46945000,44333000,32330000,45904000,591052000,7481000,235548000,36948000,9/23/2021 8:59:32 AM
42204,5/1/2005 12:00:00 AM,Unadjusted,Special food services,Receipts,29750000,43736000,274169000,5029000,3935000,3230000,7498000,111810000,478000,61520000,4402000,9/23/2021 8:59:32 AM
42205,5/1/2005 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,454933000,630417000,3512329000,96446000,79492000,49623000,87924000,1284456000,15258000,720935000,81607000,9/23/2021 8:59:32 AM
42206,6/1/2005 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,31895000,74591000,256187000,1468000,5188000,4694000,5878000,56329000,2058000,69246000,3955000,9/23/2021 8:59:32 AM
42207,6/1/2005 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,221537000,304684000,1717594000,46445000,26944000,9905000,35035000,589856000,6904000,430690000,41157000,9/23/2021 8:59:32 AM
42208,6/1/2005 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,190122000,209379000,1473383000,49154000,42915000,34357000,46822000,620689000,7711000,231743000,36310000,9/23/2021 8:59:32 AM
42209,6/1/2005 12:00:00 AM,Unadjusted,Special food services,Receipts,30785000,42985000,281079000,4254000,3836000,3334000,6944000,122348000,384000,58862000,4617000,9/23/2021 8:59:32 AM
42210,6/1/2005 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,469717000,615284000,3567055000,96980000,78034000,49399000,90553000,1314893000,17618000,740721000,82487000,9/23/2021 8:59:32 AM
42211,7/1/2005 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,36547000,78770000,271621000,1312000,5367000,5970000,6320000,55804000,2433000,74164000,4081000,9/23/2021 8:59:32 AM
42212,7/1/2005 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,231300000,328316000,1843948000,49917000,32516000,12841000,41525000,641874000,9262000,450173000,41645000,9/23/2021 8:59:32 AM
42213,7/1/2005 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,185371000,231772000,1538630000,49065000,45925000,35079000,49820000,643398000,8782000,245931000,39193000,9/23/2021 8:59:32 AM
42214,7/1/2005 12:00:00 AM,Unadjusted,Special food services,Receipts,30476000,44362000,250698000,4448000,3271000,3071000,6223000,101520000,239000,49795000,4085000,9/23/2021 8:59:32 AM
42215,7/1/2005 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,459798000,614384000,3536158000,97792000,77746000,48660000,90760000,1314617000,14770000,723797000,82438000,9/23/2021 8:59:32 AM
42216,8/1/2005 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,28698000,74192000,254890000,1272000,4928000,4941000,5639000,56226000,2568000,70566000,4981000,9/23/2021 8:59:32 AM
42217,8/1/2005 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,232412000,333713000,1813255000,48473000,31337000,11855000,39497000,636630000,9492000,420294000,45146000,9/23/2021 8:59:32 AM
42218,8/1/2005 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,188203000,223507000,1529252000,49169000,41527000,34098000,49838000,657723000,8789000,232963000,39339000,9/23/2021 8:59:32 AM
42219,8/1/2005 12:00:00 AM,Unadjusted,Special food services,Receipts,25545000,47435000,254229000,4284000,3474000,3071000,5932000,101736000,215000,53996000,5653000,9/23/2021 8:59:32 AM
42220,8/1/2005 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,463440000,612482000,3560616000,98715000,74476000,46716000,87856000,1340235000,14100000,721998000,89626000,9/23/2021 8:59:32 AM
42221,9/1/2005 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,27530000,64030000,236886000,1025000,5035000,4088000,5970000,54663000,2055000,65993000,5756000,9/23/2021 8:59:32 AM
42222,9/1/2005 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,220976000,301980000,1660365000,48045000,27376000,9018000,36455000,569220000,7285000,397956000,38558000,9/23/2021 8:59:32 AM
42223,9/1/2005 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,179027000,202203000,1389312000,45542000,37384000,29125000,45429000,585423000,7653000,217142000,36947000,9/23/2021 8:59:32 AM
42224,9/1/2005 12:00:00 AM,Unadjusted,Special food services,Receipts,30111000,47181000,309309000,5483000,5564000,3812000,9072000,135680000,493000,64345000,4763000,9/23/2021 8:59:32 AM
42225,9/1/2005 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,467030000,605424000,3508821000,98073000,72309000,46202000,88611000,1295995000,14915000,724436000,85458000,9/23/2021 8:59:32 AM
42226,10/1/2005 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,31047000,69363000,248637000,1638000,4820000,4122000,6027000,54432000,1777000,68538000,6043000,9/23/2021 8:59:32 AM
42227,10/1/2005 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,227923000,276760000,1613880000,46949000,27875000,8940000,31102000,555282000,5777000,390144000,39682000,9/23/2021 8:59:32 AM
42228,10/1/2005 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,187086000,203555000,1411979000,45598000,37907000,29183000,43140000,601257000,7610000,213632000,39541000,9/23/2021 8:59:32 AM
42229,10/1/2005 12:00:00 AM,Unadjusted,Special food services,Receipts,28913000,46539000,316600000,5474000,6085000,3748000,9759000,141103000,569000,66844000,4875000,9/23/2021 8:59:32 AM
42230,10/1/2005 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,472216000,601028000,3547331000,96419000,73697000,45975000,86514000,1321895000,14959000,736334000,87775000,9/23/2021 8:59:32 AM
42231,11/1/2005 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,33625000,60747000,242688000,1073000,4796000,3539000,5640000,52724000,1382000,72689000,5747000,9/23/2021 8:59:32 AM
42232,11/1/2005 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,226984000,269548000,1559752000,47920000,27662000,8761000,26225000,531611000,4519000,376887000,36712000,9/23/2021 8:59:32 AM
42233,11/1/2005 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,183223000,192152000,1375445000,44612000,38446000,28603000,43200000,598288000,7544000,199687000,36378000,9/23/2021 8:59:32 AM
42234,11/1/2005 12:00:00 AM,Unadjusted,Special food services,Receipts,27949000,45032000,301190000,5146000,5901000,3599000,9479000,132759000,575000,63287000,4980000,9/23/2021 8:59:32 AM
42235,11/1/2005 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,479517000,604811000,3563656000,97998000,76116000,44022000,88259000,1321089000,15100000,739380000,87167000,9/23/2021 8:59:32 AM
42236,12/1/2005 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,36773000,67800000,269882000,974000,5648000,5174000,5229000,61239000,1711000,78286000,6317000,9/23/2021 8:59:32 AM
42237,12/1/2005 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,242004000,310926000,1686048000,52231000,30307000,12899000,27903000,554323000,4109000,409176000,39150000,9/23/2021 8:59:32 AM
42238,12/1/2005 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,195351000,199828000,1418352000,43732000,39989000,30696000,46689000,603521000,7535000,209779000,37968000,9/23/2021 8:59:32 AM
42239,12/1/2005 12:00:00 AM,Unadjusted,Special food services,Receipts,33204000,49759000,315158000,5762000,5403000,3803000,9310000,132326000,467000,67488000,5234000,9/23/2021 8:59:32 AM
42240,12/1/2005 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,488969000,602280000,3596394000,97894000,76534000,47210000,87222000,1335894000,15069000,745221000,89483000,9/23/2021 8:59:32 AM
42241,1/1/2006 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,32287000,54861000,222502000,1019000,5093000,3354000,5131000,48562000,1404000,64729000,5453000,9/23/2021 8:59:32 AM
42242,1/1/2006 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,219119000,270708000,1448134000,46728000,25603000,9266000,22483000,461444000,3500000,349279000,37186000,9/23/2021 8:59:32 AM
42243,1/1/2006 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,178096000,191629000,1308388000,41355000,36063000,22553000,39032000,555823000,7152000,198664000,35132000,9/23/2021 8:59:32 AM
42244,1/1/2006 12:00:00 AM,Unadjusted,Special food services,Receipts,31382000,47425000,267442000,4610000,4548000,3199000,8211000,106316000,486000,54512000,4081000,9/23/2021 8:59:32 AM
42245,1/1/2006 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,499184000,641061000,3719359000,106623000,84203000,45221000,91971000,1350352000,16392000,781023000,92560000,9/23/2021 8:59:32 AM
42246,2/1/2006 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,28856000,58195000,219675000,951000,4551000,3298000,4663000,48605000,1827000,62038000,6060000,9/23/2021 8:59:32 AM
42247,2/1/2006 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,224997000,281724000,1462645000,43939000,22596000,8873000,22125000,469774000,3680000,346608000,35162000,9/23/2021 8:59:32 AM
42248,2/1/2006 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,169660000,190865000,1238325000,39626000,32948000,20419000,36174000,522809000,6573000,183864000,32381000,9/23/2021 8:59:32 AM
42249,2/1/2006 12:00:00 AM,Unadjusted,Special food services,Receipts,34505000,46452000,278897000,4496000,5177000,3389000,8548000,111490000,507000,57434000,4228000,9/23/2021 8:59:32 AM
42250,2/1/2006 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,499559000,652747000,3703700000,103277000,77328000,44409000,88373000,1352817000,16558000,767803000,90666000,9/23/2021 8:59:32 AM
42251,3/1/2006 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,29289000,63639000,234796000,928000,4118000,4266000,5693000,53716000,1928000,64412000,6165000,9/23/2021 8:59:32 AM
42252,3/1/2006 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,242821000,323780000,1645845000,47456000,28149000,11349000,26789000,552167000,4191000,366717000,38774000,9/23/2021 8:59:32 AM
42253,3/1/2006 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,202843000,223381000,1474935000,45226000,37499000,22879000,46771000,626550000,7981000,217357000,40824000,9/23/2021 8:59:32 AM
42254,3/1/2006 12:00:00 AM,Unadjusted,Special food services,Receipts,36230000,51241000,300310000,5525000,5474000,4084000,10518000,120598000,547000,58011000,5068000,9/23/2021 8:59:32 AM
42255,3/1/2006 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,497399000,654754000,3704840000,101010000,75274000,44848000,92114000,1378388000,16737000,744835000,89219000,9/23/2021 8:59:32 AM
42256,4/1/2006 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,41985000,63982000,254825000,989000,4048000,4332000,5664000,53118000,1598000,71587000,6951000,9/23/2021 8:59:32 AM
42257,4/1/2006 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,229636000,313648000,1597098000,48249000,26628000,10308000,26762000,517151000,3699000,378404000,39155000,9/23/2021 8:59:32 AM
42258,4/1/2006 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,209081000,229093000,1481873000,45033000,36036000,22961000,46949000,616373000,7485000,223193000,42411000,9/23/2021 8:59:32 AM
42259,4/1/2006 12:00:00 AM,Unadjusted,Special food services,Receipts,29077000,44876000,282553000,4434000,4923000,3730000,9231000,122260000,488000,56764000,4380000,9/23/2021 8:59:32 AM
