ID,When,Commodity,WellType,Alberta,ModifiedDate
345976,01-01-2006 12:00:00 AM,Other,Development,24,09-24-2021 02:50:43 PM
345977,01-01-2006 12:00:00 AM,Gas,Development,1250,09-24-2021 02:50:43 PM
345978,01-01-2006 12:00:00 AM,Other,Exploratory,1,09-24-2021 02:50:43 PM
345979,01-01-2006 12:00:00 AM,Gas,Exploratory,504,09-24-2021 02:50:43 PM
345980,02-01-2006 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
345981,02-01-2006 12:00:00 AM,Gas,Exploratory,487,09-24-2021 02:50:43 PM
345982,02-01-2006 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
345983,02-01-2006 12:00:00 AM,Gas,Development,1115,09-24-2021 02:50:43 PM
345984,02-01-2006 12:00:00 AM,Oil,Development,106,09-24-2021 02:50:43 PM
345985,02-01-2006 12:00:00 AM,Other,Development,19,09-24-2021 02:50:43 PM
345986,02-01-2006 12:00:00 AM,Bitumen,Development,105,09-24-2021 02:50:43 PM
345987,02-01-2006 12:00:00 AM,Oil,Exploratory,43,09-24-2021 02:50:43 PM
345988,03-01-2006 12:00:00 AM,Oil,Development,138,09-24-2021 02:50:43 PM
345989,03-01-2006 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
345990,03-01-2006 12:00:00 AM,Other,Development,35,09-24-2021 02:50:43 PM
345991,03-01-2006 12:00:00 AM,Bitumen,Exploratory,2,09-24-2021 02:50:43 PM
345992,03-01-2006 12:00:00 AM,Oil,Exploratory,72,09-24-2021 02:50:43 PM
345993,03-01-2006 12:00:00 AM,Gas,Exploratory,508,09-24-2021 02:50:43 PM
345994,03-01-2006 12:00:00 AM,Bitumen,Development,113,09-24-2021 02:50:43 PM
345995,03-01-2006 12:00:00 AM,Gas,Development,910,09-24-2021 02:50:43 PM
345996,04-01-2006 12:00:00 AM,Oil,Development,35,09-24-2021 02:50:43 PM
345997,04-01-2006 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
345998,04-01-2006 12:00:00 AM,Gas,Development,101,09-24-2021 02:50:43 PM
345999,04-01-2006 12:00:00 AM,Gas,Exploratory,96,09-24-2021 02:50:43 PM
346000,04-01-2006 12:00:00 AM,Bitumen,Development,44,09-24-2021 02:50:43 PM
346001,04-01-2006 12:00:00 AM,Other,Development,9,09-24-2021 02:50:43 PM
346002,04-01-2006 12:00:00 AM,Oil,Exploratory,20,09-24-2021 02:50:43 PM
346003,04-01-2006 12:00:00 AM,Other,Exploratory,1,09-24-2021 02:50:43 PM
346004,05-01-2006 12:00:00 AM,Oil,Exploratory,38,09-24-2021 02:50:43 PM
346005,05-01-2006 12:00:00 AM,Other,Development,7,09-24-2021 02:50:43 PM
346006,05-01-2006 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346007,05-01-2006 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346008,05-01-2006 12:00:00 AM,Bitumen,Development,30,09-24-2021 02:50:43 PM
346009,05-01-2006 12:00:00 AM,Gas,Development,409,09-24-2021 02:50:43 PM
346010,05-01-2006 12:00:00 AM,Gas,Exploratory,138,09-24-2021 02:50:43 PM
346011,05-01-2006 12:00:00 AM,Oil,Development,58,09-24-2021 02:50:43 PM
346012,06-01-2006 12:00:00 AM,Oil,Exploratory,55,09-24-2021 02:50:43 PM
346013,06-01-2006 12:00:00 AM,Bitumen,Development,75,09-24-2021 02:50:43 PM
346014,06-01-2006 12:00:00 AM,Other,Development,5,09-24-2021 02:50:43 PM
346015,06-01-2006 12:00:00 AM,Gas,Exploratory,217,09-24-2021 02:50:43 PM
346016,06-01-2006 12:00:00 AM,Oil,Development,162,09-24-2021 02:50:43 PM
346017,06-01-2006 12:00:00 AM,Gas,Development,516,09-24-2021 02:50:43 PM
346018,06-01-2006 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346019,06-01-2006 12:00:00 AM,Bitumen,Exploratory,1,09-24-2021 02:50:43 PM
346020,07-01-2006 12:00:00 AM,Gas,Exploratory,285,09-24-2021 02:50:43 PM
346021,07-01-2006 12:00:00 AM,Oil,Exploratory,78,09-24-2021 02:50:43 PM
346022,07-01-2006 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346023,07-01-2006 12:00:00 AM,Bitumen,Development,135,09-24-2021 02:50:43 PM
346024,07-01-2006 12:00:00 AM,Oil,Development,208,09-24-2021 02:50:43 PM
346025,07-01-2006 12:00:00 AM,Other,Development,10,09-24-2021 02:50:43 PM
346026,07-01-2006 12:00:00 AM,Gas,Development,1348,09-24-2021 02:50:43 PM
346027,07-01-2006 12:00:00 AM,Bitumen,Exploratory,1,09-24-2021 02:50:43 PM
346028,08-01-2006 12:00:00 AM,Oil,Exploratory,48,09-24-2021 02:50:43 PM
346029,08-01-2006 12:00:00 AM,Bitumen,Exploratory,1,09-24-2021 02:50:43 PM
346030,08-01-2006 12:00:00 AM,Gas,Development,1094,09-24-2021 02:50:43 PM
346031,08-01-2006 12:00:00 AM,Gas,Exploratory,239,09-24-2021 02:50:43 PM
346032,08-01-2006 12:00:00 AM,Oil,Development,190,09-24-2021 02:50:43 PM
346033,08-01-2006 12:00:00 AM,Other,Exploratory,1,09-24-2021 02:50:43 PM
346034,08-01-2006 12:00:00 AM,Other,Development,11,09-24-2021 02:50:43 PM
346035,08-01-2006 12:00:00 AM,Bitumen,Development,116,09-24-2021 02:50:43 PM
346036,09-01-2006 12:00:00 AM,Oil,Exploratory,41,09-24-2021 02:50:43 PM
346037,09-01-2006 12:00:00 AM,Gas,Exploratory,179,09-24-2021 02:50:43 PM
346038,09-01-2006 12:00:00 AM,Oil,Development,105,09-24-2021 02:50:43 PM
346039,09-01-2006 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346040,09-01-2006 12:00:00 AM,Other,Development,20,09-24-2021 02:50:43 PM
346041,09-01-2006 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346042,09-01-2006 12:00:00 AM,Bitumen,Development,90,09-24-2021 02:50:43 PM
346043,09-01-2006 12:00:00 AM,Gas,Development,808,09-24-2021 02:50:43 PM
346044,10-01-2006 12:00:00 AM,Other,Development,12,09-24-2021 02:50:43 PM
346045,10-01-2006 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346046,10-01-2006 12:00:00 AM,Oil,Exploratory,44,09-24-2021 02:50:43 PM
346047,10-01-2006 12:00:00 AM,Oil,Development,149,09-24-2021 02:50:43 PM
346048,10-01-2006 12:00:00 AM,Bitumen,Development,152,09-24-2021 02:50:43 PM
346049,10-01-2006 12:00:00 AM,Gas,Exploratory,179,09-24-2021 02:50:43 PM
346050,10-01-2006 12:00:00 AM,Gas,Development,745,09-24-2021 02:50:43 PM
346051,10-01-2006 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346052,11-01-2006 12:00:00 AM,Bitumen,Development,133,09-24-2021 02:50:43 PM
346053,11-01-2006 12:00:00 AM,Gas,Development,724,09-24-2021 02:50:43 PM
346054,11-01-2006 12:00:00 AM,Oil,Development,152,09-24-2021 02:50:43 PM
346055,11-01-2006 12:00:00 AM,Gas,Exploratory,215,09-24-2021 02:50:43 PM
346056,11-01-2006 12:00:00 AM,Bitumen,Exploratory,1,09-24-2021 02:50:43 PM
346057,11-01-2006 12:00:00 AM,Other,Development,11,09-24-2021 02:50:43 PM
346058,11-01-2006 12:00:00 AM,Oil,Exploratory,59,09-24-2021 02:50:43 PM
346059,11-01-2006 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346060,12-01-2006 12:00:00 AM,Oil,Exploratory,55,09-24-2021 02:50:43 PM
346061,12-01-2006 12:00:00 AM,Gas,Exploratory,211,09-24-2021 02:50:43 PM
346062,12-01-2006 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346063,12-01-2006 12:00:00 AM,Other,Development,10,09-24-2021 02:50:43 PM
346064,12-01-2006 12:00:00 AM,Bitumen,Development,67,09-24-2021 02:50:43 PM
346065,12-01-2006 12:00:00 AM,Gas,Development,862,09-24-2021 02:50:43 PM
346066,12-01-2006 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346067,12-01-2006 12:00:00 AM,Oil,Development,133,09-24-2021 02:50:43 PM
346068,01-01-2007 12:00:00 AM,Oil,Exploratory,56,09-24-2021 02:50:43 PM
346069,01-01-2007 12:00:00 AM,Bitumen,Development,147,09-24-2021 02:50:43 PM
346070,01-01-2007 12:00:00 AM,Oil,Development,146,09-24-2021 02:50:43 PM
346071,01-01-2007 12:00:00 AM,Other,Exploratory,31,09-24-2021 02:50:43 PM
346072,01-01-2007 12:00:00 AM,Gas,Exploratory,324,09-24-2021 02:50:43 PM
346073,01-01-2007 12:00:00 AM,Gas,Development,1007,09-24-2021 02:50:43 PM
346074,01-01-2007 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346075,01-01-2007 12:00:00 AM,Other,Development,131,09-24-2021 02:50:43 PM
346076,02-01-2007 12:00:00 AM,Gas,Development,818,09-24-2021 02:50:43 PM
346077,02-01-2007 12:00:00 AM,Oil,Development,152,09-24-2021 02:50:43 PM
346078,02-01-2007 12:00:00 AM,Other,Exploratory,26,09-24-2021 02:50:43 PM
346079,02-01-2007 12:00:00 AM,Bitumen,Exploratory,1,09-24-2021 02:50:43 PM
346080,02-01-2007 12:00:00 AM,Bitumen,Development,164,09-24-2021 02:50:43 PM
346081,02-01-2007 12:00:00 AM,Other,Development,101,09-24-2021 02:50:43 PM
346082,02-01-2007 12:00:00 AM,Gas,Exploratory,289,09-24-2021 02:50:43 PM
346083,02-01-2007 12:00:00 AM,Oil,Exploratory,53,09-24-2021 02:50:43 PM
346084,03-01-2007 12:00:00 AM,Gas,Exploratory,187,09-24-2021 02:50:43 PM
346085,03-01-2007 12:00:00 AM,Gas,Development,318,09-24-2021 02:50:43 PM
346086,03-01-2007 12:00:00 AM,Other,Exploratory,24,09-24-2021 02:50:43 PM
346087,03-01-2007 12:00:00 AM,Bitumen,Development,125,09-24-2021 02:50:43 PM
346088,03-01-2007 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346089,03-01-2007 12:00:00 AM,Oil,Development,142,09-24-2021 02:50:43 PM
346090,03-01-2007 12:00:00 AM,Other,Development,91,09-24-2021 02:50:43 PM
346091,03-01-2007 12:00:00 AM,Oil,Exploratory,33,09-24-2021 02:50:43 PM
346092,04-01-2007 12:00:00 AM,Other,Exploratory,4,09-24-2021 02:50:43 PM
346093,04-01-2007 12:00:00 AM,Other,Development,23,09-24-2021 02:50:43 PM
346094,04-01-2007 12:00:00 AM,Gas,Development,41,09-24-2021 02:50:43 PM
346095,04-01-2007 12:00:00 AM,Bitumen,Development,48,09-24-2021 02:50:43 PM
346096,04-01-2007 12:00:00 AM,Gas,Exploratory,16,09-24-2021 02:50:43 PM
346097,04-01-2007 12:00:00 AM,Oil,Exploratory,6,09-24-2021 02:50:43 PM
346098,04-01-2007 12:00:00 AM,Oil,Development,29,09-24-2021 02:50:43 PM
346099,04-01-2007 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346100,05-01-2007 12:00:00 AM,Bitumen,Development,51,09-24-2021 02:50:43 PM
346101,05-01-2007 12:00:00 AM,Gas,Exploratory,31,09-24-2021 02:50:43 PM
346102,05-01-2007 12:00:00 AM,Oil,Exploratory,7,09-24-2021 02:50:43 PM
346103,05-01-2007 12:00:00 AM,Other,Exploratory,6,09-24-2021 02:50:43 PM
346104,05-01-2007 12:00:00 AM,Other,Development,31,09-24-2021 02:50:43 PM
346105,05-01-2007 12:00:00 AM,Oil,Development,54,09-24-2021 02:50:43 PM
346106,05-01-2007 12:00:00 AM,Gas,Development,104,09-24-2021 02:50:43 PM
346107,05-01-2007 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346108,06-01-2007 12:00:00 AM,Oil,Development,117,09-24-2021 02:50:43 PM
346109,06-01-2007 12:00:00 AM,Other,Exploratory,16,09-24-2021 02:50:43 PM
346110,06-01-2007 12:00:00 AM,Other,Development,34,09-24-2021 02:50:43 PM
346111,06-01-2007 12:00:00 AM,Gas,Exploratory,84,09-24-2021 02:50:43 PM
346112,06-01-2007 12:00:00 AM,Gas,Development,332,09-24-2021 02:50:43 PM
346113,06-01-2007 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346114,06-01-2007 12:00:00 AM,Bitumen,Development,122,09-24-2021 02:50:43 PM
346115,06-01-2007 12:00:00 AM,Oil,Exploratory,18,09-24-2021 02:50:43 PM
346116,07-01-2007 12:00:00 AM,Bitumen,Development,151,09-24-2021 02:50:43 PM
346117,07-01-2007 12:00:00 AM,Oil,Exploratory,36,09-24-2021 02:50:43 PM
346118,07-01-2007 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346119,07-01-2007 12:00:00 AM,Oil,Development,156,09-24-2021 02:50:43 PM
346120,07-01-2007 12:00:00 AM,Gas,Exploratory,150,09-24-2021 02:50:43 PM
346121,07-01-2007 12:00:00 AM,Other,Exploratory,36,09-24-2021 02:50:43 PM
346122,07-01-2007 12:00:00 AM,Gas,Development,915,09-24-2021 02:50:43 PM
346123,07-01-2007 12:00:00 AM,Other,Development,91,09-24-2021 02:50:43 PM
346124,08-01-2007 12:00:00 AM,Gas,Exploratory,121,09-24-2021 02:50:43 PM
346125,08-01-2007 12:00:00 AM,Bitumen,Development,137,09-24-2021 02:50:43 PM
346126,08-01-2007 12:00:00 AM,Oil,Development,108,09-24-2021 02:50:43 PM
346127,08-01-2007 12:00:00 AM,Oil,Exploratory,26,09-24-2021 02:50:43 PM
346128,08-01-2007 12:00:00 AM,Gas,Development,806,09-24-2021 02:50:43 PM
346129,08-01-2007 12:00:00 AM,Other,Exploratory,28,09-24-2021 02:50:43 PM
346130,08-01-2007 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346131,08-01-2007 12:00:00 AM,Other,Development,73,09-24-2021 02:50:43 PM
346132,09-01-2007 12:00:00 AM,Other,Development,104,09-24-2021 02:50:43 PM
346133,09-01-2007 12:00:00 AM,Gas,Exploratory,123,09-24-2021 02:50:43 PM
346134,09-01-2007 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346135,09-01-2007 12:00:00 AM,Other,Exploratory,15,09-24-2021 02:50:43 PM
346136,09-01-2007 12:00:00 AM,Bitumen,Development,136,09-24-2021 02:50:43 PM
346137,09-01-2007 12:00:00 AM,Oil,Exploratory,31,09-24-2021 02:50:43 PM
346138,09-01-2007 12:00:00 AM,Oil,Development,98,09-24-2021 02:50:43 PM
346139,09-01-2007 12:00:00 AM,Gas,Development,655,09-24-2021 02:50:43 PM
346140,10-01-2007 12:00:00 AM,Oil,Exploratory,33,09-24-2021 02:50:43 PM
346141,10-01-2007 12:00:00 AM,Oil,Development,120,09-24-2021 02:50:43 PM
346142,10-01-2007 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346143,10-01-2007 12:00:00 AM,Bitumen,Development,121,09-24-2021 02:50:43 PM
346144,10-01-2007 12:00:00 AM,Gas,Development,950,09-24-2021 02:50:43 PM
346145,10-01-2007 12:00:00 AM,Other,Exploratory,11,09-24-2021 02:50:43 PM
346146,10-01-2007 12:00:00 AM,Gas,Exploratory,102,09-24-2021 02:50:43 PM
346147,10-01-2007 12:00:00 AM,Other,Development,152,09-24-2021 02:50:43 PM
346148,11-01-2007 12:00:00 AM,Gas,Development,881,09-24-2021 02:50:43 PM
346149,11-01-2007 12:00:00 AM,Oil,Development,136,09-24-2021 02:50:43 PM
346150,11-01-2007 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346151,11-01-2007 12:00:00 AM,Gas,Exploratory,105,09-24-2021 02:50:43 PM
346152,11-01-2007 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346153,11-01-2007 12:00:00 AM,Oil,Exploratory,39,09-24-2021 02:50:43 PM
346154,11-01-2007 12:00:00 AM,Bitumen,Development,104,09-24-2021 02:50:43 PM
346155,11-01-2007 12:00:00 AM,Other,Development,69,09-24-2021 02:50:43 PM
346156,12-01-2007 12:00:00 AM,Other,Development,50,09-24-2021 02:50:43 PM
346157,12-01-2007 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346158,12-01-2007 12:00:00 AM,Gas,Development,656,09-24-2021 02:50:43 PM
346159,12-01-2007 12:00:00 AM,Gas,Exploratory,139,09-24-2021 02:50:43 PM
346160,12-01-2007 12:00:00 AM,Oil,Development,118,09-24-2021 02:50:43 PM
346161,12-01-2007 12:00:00 AM,Oil,Exploratory,55,09-24-2021 02:50:43 PM
346162,12-01-2007 12:00:00 AM,Bitumen,Development,70,09-24-2021 02:50:43 PM
346163,12-01-2007 12:00:00 AM,Other,Exploratory,1,09-24-2021 02:50:43 PM
346164,01-01-2008 12:00:00 AM,Bitumen,Development,129,09-24-2021 02:50:43 PM
346165,01-01-2008 12:00:00 AM,Oil,Exploratory,44,09-24-2021 02:50:43 PM
346166,01-01-2008 12:00:00 AM,Gas,Exploratory,198,09-24-2021 02:50:43 PM
346167,01-01-2008 12:00:00 AM,Gas,Development,850,09-24-2021 02:50:43 PM
346168,01-01-2008 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346169,01-01-2008 12:00:00 AM,Other,Exploratory,20,09-24-2021 02:50:43 PM
346170,01-01-2008 12:00:00 AM,Oil,Development,110,09-24-2021 02:50:43 PM
346171,01-01-2008 12:00:00 AM,Other,Development,118,09-24-2021 02:50:43 PM
346172,02-01-2008 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346173,02-01-2008 12:00:00 AM,Gas,Exploratory,187,09-24-2021 02:50:43 PM
346174,02-01-2008 12:00:00 AM,Gas,Development,860,09-24-2021 02:50:43 PM
346175,02-01-2008 12:00:00 AM,Bitumen,Development,108,09-24-2021 02:50:43 PM
346176,02-01-2008 12:00:00 AM,Oil,Exploratory,37,09-24-2021 02:50:43 PM
346177,02-01-2008 12:00:00 AM,Oil,Development,147,09-24-2021 02:50:43 PM
346178,02-01-2008 12:00:00 AM,Other,Development,132,09-24-2021 02:50:43 PM
346179,02-01-2008 12:00:00 AM,Other,Exploratory,28,09-24-2021 02:50:43 PM
346180,03-01-2008 12:00:00 AM,Oil,Development,108,09-24-2021 02:50:43 PM
346181,03-01-2008 12:00:00 AM,Bitumen,Development,80,09-24-2021 02:50:43 PM
346182,03-01-2008 12:00:00 AM,Other,Exploratory,15,09-24-2021 02:50:43 PM
346183,03-01-2008 12:00:00 AM,Gas,Development,319,09-24-2021 02:50:43 PM
346184,03-01-2008 12:00:00 AM,Other,Development,94,09-24-2021 02:50:43 PM
346185,03-01-2008 12:00:00 AM,Oil,Exploratory,36,09-24-2021 02:50:43 PM
346186,03-01-2008 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346187,03-01-2008 12:00:00 AM,Gas,Exploratory,108,09-24-2021 02:50:43 PM
346188,04-01-2008 12:00:00 AM,Oil,Development,20,09-24-2021 02:50:43 PM
346189,04-01-2008 12:00:00 AM,Gas,Development,59,09-24-2021 02:50:43 PM
346190,04-01-2008 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346191,04-01-2008 12:00:00 AM,Oil,Exploratory,2,09-24-2021 02:50:43 PM
346192,04-01-2008 12:00:00 AM,Gas,Exploratory,16,09-24-2021 02:50:43 PM
346193,04-01-2008 12:00:00 AM,Other,Development,22,09-24-2021 02:50:43 PM
346194,04-01-2008 12:00:00 AM,Other,Exploratory,3,09-24-2021 02:50:43 PM
346195,04-01-2008 12:00:00 AM,Bitumen,Development,35,09-24-2021 02:50:43 PM
346196,05-01-2008 12:00:00 AM,Other,Exploratory,2,09-24-2021 02:50:43 PM
346197,05-01-2008 12:00:00 AM,Other,Development,12,09-24-2021 02:50:43 PM
346198,05-01-2008 12:00:00 AM,Gas,Exploratory,16,09-24-2021 02:50:43 PM
346199,05-01-2008 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346200,05-01-2008 12:00:00 AM,Oil,Exploratory,4,09-24-2021 02:50:43 PM
346201,05-01-2008 12:00:00 AM,Bitumen,Development,26,09-24-2021 02:50:43 PM
346202,05-01-2008 12:00:00 AM,Oil,Development,21,09-24-2021 02:50:43 PM
346203,05-01-2008 12:00:00 AM,Gas,Development,56,09-24-2021 02:50:43 PM
346204,06-01-2008 12:00:00 AM,Other,Exploratory,12,09-24-2021 02:50:43 PM
346205,06-01-2008 12:00:00 AM,Gas,Exploratory,70,09-24-2021 02:50:43 PM
346206,06-01-2008 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346207,06-01-2008 12:00:00 AM,Gas,Development,229,09-24-2021 02:50:43 PM
346208,06-01-2008 12:00:00 AM,Oil,Exploratory,29,09-24-2021 02:50:43 PM
346209,06-01-2008 12:00:00 AM,Oil,Development,150,09-24-2021 02:50:43 PM
346210,06-01-2008 12:00:00 AM,Bitumen,Development,103,09-24-2021 02:50:43 PM
346211,06-01-2008 12:00:00 AM,Other,Development,30,09-24-2021 02:50:43 PM
346212,07-01-2008 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346213,07-01-2008 12:00:00 AM,Other,Exploratory,18,09-24-2021 02:50:43 PM
346214,07-01-2008 12:00:00 AM,Gas,Exploratory,85,09-24-2021 02:50:43 PM
346215,07-01-2008 12:00:00 AM,Gas,Development,636,09-24-2021 02:50:43 PM
346216,07-01-2008 12:00:00 AM,Bitumen,Development,129,09-24-2021 02:50:43 PM
346217,07-01-2008 12:00:00 AM,Oil,Exploratory,32,09-24-2021 02:50:43 PM
346218,07-01-2008 12:00:00 AM,Oil,Development,208,09-24-2021 02:50:43 PM
346219,07-01-2008 12:00:00 AM,Other,Development,68,09-24-2021 02:50:43 PM
346220,08-01-2008 12:00:00 AM,Gas,Development,598,09-24-2021 02:50:43 PM
346221,08-01-2008 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346222,08-01-2008 12:00:00 AM,Oil,Exploratory,29,09-24-2021 02:50:43 PM
346223,08-01-2008 12:00:00 AM,Oil,Development,162,09-24-2021 02:50:43 PM
346224,08-01-2008 12:00:00 AM,Gas,Exploratory,86,09-24-2021 02:50:43 PM
346225,08-01-2008 12:00:00 AM,Other,Exploratory,18,09-24-2021 02:50:43 PM
346226,08-01-2008 12:00:00 AM,Bitumen,Development,139,09-24-2021 02:50:43 PM
346227,08-01-2008 12:00:00 AM,Other,Development,100,09-24-2021 02:50:43 PM
346228,09-01-2008 12:00:00 AM,Gas,Exploratory,93,09-24-2021 02:50:43 PM
346229,09-01-2008 12:00:00 AM,Gas,Development,544,09-24-2021 02:50:43 PM
346230,09-01-2008 12:00:00 AM,Other,Exploratory,7,09-24-2021 02:50:43 PM
346231,09-01-2008 12:00:00 AM,Oil,Exploratory,27,09-24-2021 02:50:43 PM
346232,09-01-2008 12:00:00 AM,Oil,Development,146,09-24-2021 02:50:43 PM
346233,09-01-2008 12:00:00 AM,Bitumen,Development,138,09-24-2021 02:50:43 PM
346234,09-01-2008 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346235,09-01-2008 12:00:00 AM,Other,Development,85,09-24-2021 02:50:43 PM
346236,10-01-2008 12:00:00 AM,Bitumen,Development,143,09-24-2021 02:50:43 PM
346237,10-01-2008 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346238,10-01-2008 12:00:00 AM,Other,Exploratory,9,09-24-2021 02:50:43 PM
346239,10-01-2008 12:00:00 AM,Other,Development,97,09-24-2021 02:50:43 PM
346240,10-01-2008 12:00:00 AM,Oil,Development,148,09-24-2021 02:50:43 PM
346241,10-01-2008 12:00:00 AM,Oil,Exploratory,20,09-24-2021 02:50:43 PM
346242,10-01-2008 12:00:00 AM,Gas,Exploratory,80,09-24-2021 02:50:43 PM
346243,10-01-2008 12:00:00 AM,Gas,Development,762,09-24-2021 02:50:43 PM
346244,11-01-2008 12:00:00 AM,Oil,Development,124,09-24-2021 02:50:43 PM
346245,11-01-2008 12:00:00 AM,Other,Exploratory,8,09-24-2021 02:50:43 PM
346246,11-01-2008 12:00:00 AM,Gas,Exploratory,71,09-24-2021 02:50:43 PM
346247,11-01-2008 12:00:00 AM,Other,Development,109,09-24-2021 02:50:43 PM
346248,11-01-2008 12:00:00 AM,Bitumen,Development,116,09-24-2021 02:50:43 PM
346249,11-01-2008 12:00:00 AM,Gas,Development,716,09-24-2021 02:50:43 PM
346250,11-01-2008 12:00:00 AM,Oil,Exploratory,16,09-24-2021 02:50:43 PM
346251,11-01-2008 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346252,12-01-2008 12:00:00 AM,Oil,Exploratory,24,09-24-2021 02:50:43 PM
346253,12-01-2008 12:00:00 AM,Gas,Exploratory,56,09-24-2021 02:50:43 PM
346254,12-01-2008 12:00:00 AM,Other,Exploratory,10,09-24-2021 02:50:43 PM
346255,12-01-2008 12:00:00 AM,Other,Development,96,09-24-2021 02:50:43 PM
346256,12-01-2008 12:00:00 AM,Oil,Development,76,09-24-2021 02:50:43 PM
346257,12-01-2008 12:00:00 AM,Bitumen,Development,59,09-24-2021 02:50:43 PM
346258,12-01-2008 12:00:00 AM,Bitumen,Exploratory,1,09-24-2021 02:50:43 PM
346259,12-01-2008 12:00:00 AM,Gas,Development,546,09-24-2021 02:50:43 PM
346260,01-01-2009 12:00:00 AM,Other,Development,115,09-24-2021 02:50:43 PM
346261,01-01-2009 12:00:00 AM,Oil,Development,57,09-24-2021 02:50:43 PM
346262,01-01-2009 12:00:00 AM,Gas,Development,684,09-24-2021 02:50:43 PM
346263,01-01-2009 12:00:00 AM,Gas,Exploratory,78,09-24-2021 02:50:43 PM
346264,01-01-2009 12:00:00 AM,Bitumen,Exploratory,1,09-24-2021 02:50:43 PM
346265,01-01-2009 12:00:00 AM,Oil,Exploratory,18,09-24-2021 02:50:43 PM
346266,01-01-2009 12:00:00 AM,Other,Exploratory,10,09-24-2021 02:50:43 PM
346267,01-01-2009 12:00:00 AM,Bitumen,Development,73,09-24-2021 02:50:43 PM
346268,02-01-2009 12:00:00 AM,Bitumen,Exploratory,1,09-24-2021 02:50:43 PM
346269,02-01-2009 12:00:00 AM,Other,Exploratory,6,09-24-2021 02:50:43 PM
346270,02-01-2009 12:00:00 AM,Gas,Exploratory,82,09-24-2021 02:50:43 PM
346271,02-01-2009 12:00:00 AM,Bitumen,Development,87,09-24-2021 02:50:43 PM
346272,02-01-2009 12:00:00 AM,Oil,Exploratory,10,09-24-2021 02:50:43 PM
346273,02-01-2009 12:00:00 AM,Other,Development,82,09-24-2021 02:50:43 PM
346274,02-01-2009 12:00:00 AM,Gas,Development,545,09-24-2021 02:50:43 PM
346275,02-01-2009 12:00:00 AM,Oil,Development,42,09-24-2021 02:50:43 PM
346276,03-01-2009 12:00:00 AM,Gas,Exploratory,37,09-24-2021 02:50:43 PM
346277,03-01-2009 12:00:00 AM,Gas,Development,112,09-24-2021 02:50:43 PM
346278,03-01-2009 12:00:00 AM,Bitumen,Development,40,09-24-2021 02:50:43 PM
346279,03-01-2009 12:00:00 AM,Other,Exploratory,4,09-24-2021 02:50:43 PM
346280,03-01-2009 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
