Id,When,Type,Alberta,BritishColumbia,Canada,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,ModifiedDate
57585,4/1/2015 12:00:00 AM,NetInterprovincialMigration,5650,6874,0,-1785,-904,6,-102,-1935,-125,-5840,-1864,9/29/2021 8:25:36 AM
57586,7/1/2015 12:00:00 AM,NetInterprovincialMigration,-1997,7183,0,-1643,-603,60,-137,1911,-94,-3580,-915,9/29/2021 8:25:36 AM
57587,10/1/2015 12:00:00 AM,NetInterprovincialMigration,-2711,4278,0,-693,72,55,435,1326,-8,-2071,-535,9/29/2021 8:25:36 AM
57588,1/1/2016 12:00:00 AM,NetInterprovincialMigration,-4390,5939,0,-888,49,160,52,1611,140,-1248,-1441,9/29/2021 8:25:36 AM
57589,4/1/2016 12:00:00 AM,NetInterprovincialMigration,-6010,9173,0,-1657,-631,-43,404,4229,-8,-4219,-1381,9/29/2021 8:25:36 AM
57590,7/1/2016 12:00:00 AM,NetInterprovincialMigration,-4559,4756,0,-2293,59,-522,564,7662,-200,-3542,-1631,9/29/2021 8:25:36 AM
57591,10/1/2016 12:00:00 AM,NetInterprovincialMigration,-2862,3718,0,-588,-198,-78,254,2254,96,-1581,-978,9/29/2021 8:25:36 AM
57592,1/1/2017 12:00:00 AM,NetInterprovincialMigration,-3086,4292,0,-886,214,-461,982,230,134,-439,-1238,9/29/2021 8:25:36 AM
57593,4/1/2017 12:00:00 AM,NetInterprovincialMigration,-5052,6068,0,-1357,359,-369,1039,3236,414,-2565,-1913,9/29/2021 8:25:36 AM
57594,7/1/2017 12:00:00 AM,NetInterprovincialMigration,-1274,2706,0,-1945,-210,-775,1012,4985,-107,-2188,-2210,9/29/2021 8:25:36 AM
57595,10/1/2017 12:00:00 AM,NetInterprovincialMigration,-1006,2227,0,-1354,138,-251,443,2492,-118,-800,-1461,9/29/2021 8:25:36 AM
57596,1/1/2018 12:00:00 AM,NetInterprovincialMigration,-176,2746,0,-1775,428,-767,316,1779,-6,-535,-2107,9/29/2021 8:25:36 AM
57597,4/1/2018 12:00:00 AM,NetInterprovincialMigration,-791,6310,0,-2074,125,-940,1277,688,408,-2170,-2697,9/29/2021 8:25:36 AM
57598,7/1/2018 12:00:00 AM,NetInterprovincialMigration,-220,1872,0,-2230,-110,-555,1012,5118,87,-2072,-2722,9/29/2021 8:25:36 AM
57599,10/1/2018 12:00:00 AM,NetInterprovincialMigration,58,1795,0,-1409,97,-680,740,2042,23,-1339,-1441,9/29/2021 8:25:36 AM
57600,1/1/2019 12:00:00 AM,NetInterprovincialMigration,143,3525,0,-1498,707,-531,540,74,133,-337,-2548,9/29/2021 8:25:36 AM
57601,4/1/2019 12:00:00 AM,NetInterprovincialMigration,-2013,6133,0,-2214,975,-831,1340,-605,419,-380,-2730,9/29/2021 8:25:36 AM
57602,7/1/2019 12:00:00 AM,NetInterprovincialMigration,66,2315,0,-3229,470,-514,1883,4400,-208,-1755,-3346,9/29/2021 8:25:36 AM
57603,10/1/2019 12:00:00 AM,NetInterprovincialMigration,705,2290,0,-1753,-69,-312,798,822,221,-581,-1928,9/29/2021 8:25:36 AM
57604,1/1/2020 12:00:00 AM,NetInterprovincialMigration,903,3875,0,-1642,890,-470,1000,-1610,624,-571,-3196,9/29/2021 8:25:36 AM
57605,4/1/2020 12:00:00 AM,NetInterprovincialMigration,-4051,8519,0,-1673,535,-720,1886,-818,513,-1529,-2942,9/29/2021 8:25:36 AM
57606,7/1/2020 12:00:00 AM,NetInterprovincialMigration,-862,4764,0,-1835,63,-318,1699,731,-132,-905,-2796,9/29/2021 8:25:36 AM
57607,10/1/2020 12:00:00 AM,NetInterprovincialMigration,-1790,4967,0,-1839,521,7,873,-72,-180,-1060,-1367,9/29/2021 8:25:36 AM
57608,1/1/2021 12:00:00 AM,NetInterprovincialMigration,-3732,9256,0,-2398,1158,290,2699,-5887,433,-111,-1885,9/29/2021 8:25:36 AM
57609,4/1/2021 12:00:00 AM,NetInterprovincialMigration,-5447,15290,0,-3613,2145,806,4678,-11857,869,626,-3362,9/29/2021 8:25:36 AM
57610,1/1/1946 12:00:00 AM,NetMigration,1044,1278,12738,722,520,0,701,5319,73,2305,765,9/29/2021 8:25:36 AM
57611,4/1/1946 12:00:00 AM,NetMigration,1718,2511,21176,1390,1029,0,1293,9006,194,2567,1461,9/29/2021 8:25:36 AM
57612,7/1/1946 12:00:00 AM,NetMigration,2095,2925,25078,1738,1260,0,1697,10151,222,3167,1813,9/29/2021 8:25:36 AM
57613,10/1/1946 12:00:00 AM,NetMigration,914,1905,12727,765,656,0,913,5128,97,1673,672,9/29/2021 8:25:36 AM
57614,1/1/1947 12:00:00 AM,NetMigration,569,1368,8009,384,237,0,413,3544,44,1153,295,9/29/2021 8:25:36 AM
57615,4/1/1947 12:00:00 AM,NetMigration,875,2066,13404,571,321,0,570,6524,60,1850,553,9/29/2021 8:25:36 AM
57616,7/1/1947 12:00:00 AM,NetMigration,812,2333,18624,642,373,0,707,11042,64,2104,534,9/29/2021 8:25:36 AM
57617,10/1/1947 12:00:00 AM,NetMigration,1005,2832,24090,1150,317,0,604,14433,55,3165,519,9/29/2021 8:25:36 AM
57618,1/1/1948 12:00:00 AM,NetMigration,1233,2668,23076,1095,295,0,456,11504,27,5126,644,9/29/2021 8:25:36 AM
57619,4/1/1948 12:00:00 AM,NetMigration,3363,3330,34199,2154,396,0,652,17594,66,5330,1289,9/29/2021 8:25:36 AM
57620,7/1/1948 12:00:00 AM,NetMigration,2761,2910,33932,2047,379,0,779,16433,108,6856,1643,9/29/2021 8:25:36 AM
57621,10/1/1948 12:00:00 AM,NetMigration,2358,3010,34207,2454,406,0,926,16090,68,7375,1511,9/29/2021 8:25:36 AM
57622,1/1/1949 12:00:00 AM,NetMigration,2037,1766,23265,1266,181,0,416,12422,40,4184,929,9/29/2021 8:25:36 AM
57623,4/1/1949 12:00:00 AM,NetMigration,2999,2472,30243,2033,249,50,474,15310,89,5419,1139,9/29/2021 8:25:36 AM
57624,7/1/1949 12:00:00 AM,NetMigration,1908,1917,22641,1228,191,43,374,11240,67,4844,815,9/29/2021 8:25:36 AM
57625,10/1/1949 12:00:00 AM,NetMigration,1575,1719,19068,1194,161,36,362,9635,44,3558,781,9/29/2021 8:25:36 AM
57626,1/1/1950 12:00:00 AM,NetMigration,1091,1181,14470,888,80,26,240,7731,41,2618,566,9/29/2021 8:25:36 AM
57627,4/1/1950 12:00:00 AM,NetMigration,2734,1701,22816,1239,226,54,398,11719,52,3718,967,9/29/2021 8:25:36 AM
57628,7/1/1950 12:00:00 AM,NetMigration,1302,1577,16964,707,174,57,277,8815,44,3335,670,9/29/2021 8:25:36 AM
57629,10/1/1950 12:00:00 AM,NetMigration,1297,1632,19662,820,183,67,252,10776,27,3904,694,9/29/2021 8:25:36 AM
57630,1/1/1951 12:00:00 AM,NetMigration,1846,1976,25914,1058,241,66,340,14710,24,4905,747,9/29/2021 8:25:36 AM
57631,4/1/1951 12:00:00 AM,NetMigration,4584,3673,53871,2642,398,47,551,30372,90,10299,1206,9/29/2021 8:25:36 AM
57632,7/1/1951 12:00:00 AM,NetMigration,1790,2457,36463,1657,20,-163,-10,22382,-24,8129,240,9/29/2021 8:25:36 AM
57633,10/1/1951 12:00:00 AM,NetMigration,2303,3201,50869,2369,10,-117,170,28217,-59,14318,475,9/29/2021 8:25:36 AM
57634,1/1/1952 12:00:00 AM,NetMigration,1747,1924,29106,1093,-161,-141,174,18568,-26,5798,150,9/29/2021 8:25:36 AM
57635,4/1/1952 12:00:00 AM,NetMigration,3820,3472,40629,1661,-166,-124,431,24482,25,6692,351,9/29/2021 8:25:36 AM
57636,7/1/1952 12:00:00 AM,NetMigration,2265,2297,20676,855,-350,-290,-198,13187,-29,2713,230,9/29/2021 8:25:36 AM
57637,10/1/1952 12:00:00 AM,NetMigration,1255,1563,13528,93,-378,-280,-265,10150,-80,1703,-217,9/29/2021 8:25:36 AM
57638,1/1/1953 12:00:00 AM,NetMigration,1456,1133,10387,249,-78,-224,-66,7995,-28,88,-20,9/29/2021 8:25:36 AM
57639,4/1/1953 12:00:00 AM,NetMigration,5326,3170,42306,2049,-189,-209,228,24551,42,6919,428,9/29/2021 8:25:36 AM
57640,7/1/1953 12:00:00 AM,NetMigration,2968,2381,30610,1819,-407,-277,-249,18639,-75,5712,93,9/29/2021 8:25:36 AM
57641,10/1/1953 12:00:00 AM,NetMigration,1686,1745,27590,794,-387,-296,-199,19818,-84,4719,-192,9/29/2021 8:25:36 AM
57642,1/1/1954 12:00:00 AM,NetMigration,1384,1288,16198,397,-229,-236,-94,12322,-57,1653,-225,9/29/2021 8:25:36 AM
57643,4/1/1954 12:00:00 AM,NetMigration,4833,3285,44210,3096,-212,-153,109,26192,-49,6601,508,9/29/2021 8:25:36 AM
57644,7/1/1954 12:00:00 AM,NetMigration,2500,1815,24814,2243,-276,-287,-28,15458,-92,2957,529,9/29/2021 8:25:36 AM
57645,10/1/1954 12:00:00 AM,NetMigration,850,1344,11855,237,-424,-285,-293,9754,-96,1022,-243,9/29/2021 8:25:36 AM
57646,1/1/1955 12:00:00 AM,NetMigration,450,959,5580,78,-335,-207,-80,5262,-64,-146,-321,9/29/2021 8:25:36 AM
57647,4/1/1955 12:00:00 AM,NetMigration,2105,2939,27323,1161,-308,-210,167,17024,-46,4427,60,9/29/2021 8:25:36 AM
57648,7/1/1955 12:00:00 AM,NetMigration,771,1707,8829,347,-512,-400,-482,7576,-75,161,-239,9/29/2021 8:25:36 AM
57649,10/1/1955 12:00:00 AM,NetMigration,351,962,6321,50,-452,-346,-412,6670,-85,112,-511,9/29/2021 8:25:36 AM
57650,1/1/1956 12:00:00 AM,NetMigration,213,1161,4805,-147,-333,-281,-227,5375,-56,-374,-519,9/29/2021 8:25:36 AM
57651,4/1/1956 12:00:00 AM,NetMigration,2349,3713,33384,922,-329,-283,-107,22566,-70,4854,-238,9/29/2021 8:25:36 AM
57652,7/1/1956 12:00:00 AM,NetMigration,1899,3135,20929,493,-314,-93,-294,12854,-81,3356,-41,9/29/2021 8:25:36 AM
57653,10/1/1956 12:00:00 AM,NetMigration,2428,4291,36986,766,-296,-75,-107,23285,-88,6687,62,9/29/2021 8:25:36 AM
57654,1/1/1957 12:00:00 AM,NetMigration,3276,7001,47031,1994,27,-57,279,24927,-58,9173,447,9/29/2021 8:25:36 AM
57655,4/1/1957 12:00:00 AM,NetMigration,9179,14068,103101,3895,240,-71,604,56110,-70,18143,935,9/29/2021 8:25:36 AM
57656,7/1/1957 12:00:00 AM,NetMigration,4298,7409,40554,1319,-293,-74,-130,20631,-75,6923,515,9/29/2021 8:25:36 AM
57657,10/1/1957 12:00:00 AM,NetMigration,1707,2423,17095,122,-397,-129,-264,10640,-93,3050,1,9/29/2021 8:25:36 AM
57658,1/1/1958 12:00:00 AM,NetMigration,852,1209,8278,-17,-97,-97,121,4751,-58,1686,-87,9/29/2021 8:25:36 AM
57659,4/1/1958 12:00:00 AM,NetMigration,2947,3850,31613,1175,-205,-103,-34,16584,-55,7081,340,9/29/2021 8:25:36 AM
57660,7/1/1958 12:00:00 AM,NetMigration,1642,1663,14757,281,-162,-101,55,7903,-85,3172,372,9/29/2021 8:25:36 AM
57661,10/1/1958 12:00:00 AM,NetMigration,832,1097,8522,-258,-357,-96,-235,5705,-82,2015,-128,9/29/2021 8:25:36 AM
57662,1/1/1959 12:00:00 AM,NetMigration,685,612,4483,-282,-306,-115,-222,3456,-58,852,-157,9/29/2021 8:25:36 AM
57663,4/1/1959 12:00:00 AM,NetMigration,2586,2545,25001,538,-332,-108,-116,14599,-55,5142,175,9/29/2021 8:25:36 AM
57664,7/1/1959 12:00:00 AM,NetMigration,1065,1297,6698,-203,-357,-106,-322,3917,-98,1693,-216,9/29/2021 8:25:36 AM
57665,10/1/1959 12:00:00 AM,NetMigration,630,340,1557,-430,-368,-135,-381,1616,-96,711,-341,9/29/2021 8:25:36 AM
57666,1/1/1960 12:00:00 AM,NetMigration,504,301,1448,-346,-363,-113,-261,1709,-76,325,-236,9/29/2021 8:25:36 AM
57667,4/1/1960 12:00:00 AM,NetMigration,2458,2316,23843,1023,-322,-130,-166,13832,-74,4606,263,9/29/2021 8:25:36 AM
57668,7/1/1960 12:00:00 AM,NetMigration,866,688,3578,-211,-400,-150,-334,2528,-104,855,-180,9/29/2021 8:25:36 AM
57669,10/1/1960 12:00:00 AM,NetMigration,401,92,-354,-484,-399,-129,-372,1071,-101,-115,-329,9/29/2021 8:25:36 AM
57670,1/1/1961 12:00:00 AM,NetMigration,236,-44,-2145,-501,-329,-119,-284,-55,-58,-700,-309,9/29/2021 8:25:36 AM
57671,4/1/1961 12:00:00 AM,NetMigration,799,844,7868,99,-327,-199,-304,5854,-86,1355,-198,9/29/2021 8:25:36 AM
57672,7/1/1961 12:00:00 AM,NetMigration,1224,383,-2175,-465,-2022,-386,-1143,709,596,836,-2090,9/29/2021 8:25:36 AM
57673,10/1/1961 12:00:00 AM,NetMigration,3692,1141,-4164,-478,-1648,-643,-1305,3548,23,-2927,-5533,9/29/2021 8:25:36 AM
57674,1/1/1962 12:00:00 AM,NetMigration,-273,547,-3744,-763,-562,-524,-711,1893,-147,-326,-2833,9/29/2021 8:25:36 AM
57675,4/1/1962 12:00:00 AM,NetMigration,1731,855,5316,-360,-919,-494,-1112,6894,174,860,-2162,9/29/2021 8:25:36 AM
57676,7/1/1962 12:00:00 AM,NetMigration,1596,2867,-176,-1387,-2209,-1202,-1396,4953,-623,1573,-4368,9/29/2021 8:25:36 AM
57677,10/1/1962 12:00:00 AM,NetMigration,1898,3821,-3550,-127,-2432,-959,-3329,6675,-388,-1975,-6308,9/29/2021 8:25:36 AM
57678,1/1/1963 12:00:00 AM,NetMigration,-783,1375,-3849,-367,-1045,-678,-1336,4426,-142,-2905,-2084,9/29/2021 8:25:36 AM
57679,4/1/1963 12:00:00 AM,NetMigration,1041,1702,9347,-575,-2139,-476,-1550,14427,98,-1547,-1524,9/29/2021 8:25:36 AM
57680,7/1/1963 12:00:00 AM,NetMigration,88,4674,3454,-1713,-2672,-1484,-1922,10287,-176,-898,-2717,9/29/2021 8:25:36 AM
57681,10/1/1963 12:00:00 AM,NetMigration,-1644,5880,636,-1375,-3195,-1823,-2622,11913,-563,-2132,-3284,9/29/2021 8:25:36 AM
57682,1/1/1964 12:00:00 AM,NetMigration,-1563,2715,-1209,-1361,-1124,-812,-1341,5924,-254,-2014,-1203,9/29/2021 8:25:36 AM
57683,4/1/1964 12:00:00 AM,NetMigration,-1087,5156,13118,-465,-1285,-1145,-1372,15913,-114,-1438,-831,9/29/2021 8:25:36 AM
57684,7/1/1964 12:00:00 AM,NetMigration,-1242,6897,5142,-2384,-2555,-2279,-2373,13916,-444,-1696,-1936,9/29/2021 8:25:36 AM
57685,10/1/1964 12:00:00 AM,NetMigration,315,7834,3125,-2412,-2294,-2173,-3166,12051,-845,-1830,-3978,9/29/2021 8:25:36 AM
57686,1/1/1965 12:00:00 AM,NetMigration,-3908,4992,1240,-1799,-1182,-1725,-3294,12122,-527,-2023,-1153,9/29/2021 8:25:36 AM
57687,4/1/1965 12:00:00 AM,NetMigration,-735,6350,17322,-1955,-935,-986,-1627,20057,-305,-1364,-1121,9/29/2021 8:25:36 AM
57688,7/1/1965 12:00:00 AM,NetMigration,-3317,13619,13336,-5028,-2202,-2172,-3163,19784,-474,-1386,-2351,9/29/2021 8:25:36 AM
57689,10/1/1965 12:00:00 AM,NetMigration,-2824,14908,9553,-3432,-2599,-2122,-3548,17703,-535,-2997,-4740,9/29/2021 8:25:36 AM
57690,1/1/1966 12:00:00 AM,NetMigration,-1858,8486,15036,-2070,-1925,-1340,-1285,17854,-400,-261,-1808,9/29/2021 8:25:36 AM
57691,4/1/1966 12:00:00 AM,NetMigration,323,11178,37657,-1984,-1238,-633,-734,31204,-46,626,-1093,9/29/2021 8:25:36 AM
57692,7/1/1966 12:00:00 AM,NetMigration,-559,18647,28413,-6362,-3353,-1848,-4039,31274,-357,-2110,-2952,9/29/2021 8:25:36 AM
57693,10/1/1966 12:00:00 AM,NetMigration,1416,15793,22148,-2973,-2955,-3095,-2503,23950,-521,-2145,-4760,9/29/2021 8:25:36 AM
57694,1/1/1967 12:00:00 AM,NetMigration,2167,5885,21156,605,-1506,-1206,-1430,19376,-232,641,-2801,9/29/2021 8:25:36 AM
57695,4/1/1967 12:00:00 AM,NetMigration,4012,7004,40688,799,-727,-776,-219,30179,-68,1370,-837,9/29/2021 8:25:36 AM
57696,7/1/1967 12:00:00 AM,NetMigration,3637,13549,33227,-1308,-1301,-2000,-1916,28216,-176,-3069,-2600,9/29/2021 8:25:36 AM
57697,10/1/1967 12:00:00 AM,NetMigration,4473,12344,19343,-1363,-2168,-1561,-1105,15196,-76,-2576,-4194,9/29/2021 8:25:36 AM
57698,1/1/1968 12:00:00 AM,NetMigration,2786,3539,10803,-278,-1113,-933,-1405,12875,-220,-3265,-1318,9/29/2021 8:25:36 AM
57699,4/1/1968 12:00:00 AM,NetMigration,3685,4621,23551,1307,-842,-921,-749,22478,-117,-5229,-880,9/29/2021 8:25:36 AM
57700,7/1/1968 12:00:00 AM,NetMigration,4073,10616,24966,-286,-694,-485,-245,14920,-132,-746,-2113,9/29/2021 8:25:36 AM
57701,10/1/1968 12:00:00 AM,NetMigration,6156,12910,24618,-1047,-3374,-1041,-1538,19947,-349,-1778,-5486,9/29/2021 8:25:36 AM
57702,1/1/1969 12:00:00 AM,NetMigration,2465,4924,10896,-19,-1756,-666,-134,11665,-270,-3035,-2557,9/29/2021 8:25:36 AM
57703,4/1/1969 12:00:00 AM,NetMigration,3364,6969,19038,-293,-1544,-387,-7,19770,-210,-5932,-3179,9/29/2021 8:25:36 AM
57704,7/1/1969 12:00:00 AM,NetMigration,4829,11363,22229,-2610,-2985,-2176,-1545,26925,-553,-4591,-6523,9/29/2021 8:25:36 AM
57705,10/1/1969 12:00:00 AM,NetMigration,3910,17102,19279,-2301,-5196,-3123,-1013,31537,-728,-12145,-9230,9/29/2021 8:25:36 AM
57706,1/1/1970 12:00:00 AM,NetMigration,4908,5508,13132,432,-1473,-2183,-1320,24394,-393,-11011,-6213,9/29/2021 8:25:36 AM
57707,4/1/1970 12:00:00 AM,NetMigration,2497,10135,20716,-1246,-101,-1299,185,21972,-139,-7088,-4509,9/29/2021 8:25:36 AM
57708,7/1/1970 12:00:00 AM,NetMigration,4774,10664,18215,-3108,-2264,-1277,-1732,29200,136,-9726,-9267,9/29/2021 8:25:36 AM
57709,10/1/1970 12:00:00 AM,NetMigration,4727,9938,14689,-20,239,-2610,-1350,28494,207,-17083,-8786,9/29/2021 8:25:36 AM
57710,1/1/1971 12:00:00 AM,NetMigration,2569,5565,11305,68,285,-493,-634,14167,-229,-7008,-3621,9/29/2021 8:25:36 AM
57711,4/1/1971 12:00:00 AM,NetMigration,408,4653,14327,244,440,-471,-404,15340,-52,-4593,-1867,9/29/2021 8:25:36 AM
57712,7/1/1971 12:00:00 AM,NetMigration,4698,13301,31191,-2003,832,1694,175,19198,165,-1863,-5913,9/29/2021 8:25:36 AM
57713,10/1/1971 12:00:00 AM,NetMigration,-47,15104,16143,-1707,326,-342,887,12434,-5,-4618,-6335,9/29/2021 8:25:36 AM
57714,1/1/1972 12:00:00 AM,NetMigration,2251,8246,19547,-547,597,0,-784,10383,283,2359,-3381,9/29/2021 8:25:36 AM
57715,4/1/1972 12:00:00 AM,NetMigration,2486,6548,26575,-418,-683,100,639,23341,40,-3590,-2293,9/29/2021 8:25:36 AM
57716,7/1/1972 12:00:00 AM,NetMigration,6404,11429,28777,-1757,1062,537,2130,16496,412,-2878,-5831,9/29/2021 8:25:36 AM
57717,10/1/1972 12:00:00 AM,NetMigration,770,15562,23907,-617,181,-280,2531,10628,261,-861,-4681,9/29/2021 8:25:36 AM
57718,1/1/1973 12:00:00 AM,NetMigration,2507,8442,22393,987,2206,-406,265,11767,156,-840,-2842,9/29/2021 8:25:36 AM
57719,4/1/1973 12:00:00 AM,NetMigration,2323,11344,43710,488,-284,14,1726,28113,87,1706,-1952,9/29/2021 8:25:36 AM
57720,7/1/1973 12:00:00 AM,NetMigration,5296,14992,39092,-168,811,-324,1032,19825,246,2759,-4514,9/29/2021 8:25:36 AM
57721,10/1/1973 12:00:00 AM,NetMigration,39,18998,46219,1862,1261,-1010,1394,22706,199,3368,-2671,9/29/2021 8:25:36 AM
57722,1/1/1974 12:00:00 AM,NetMigration,2484,10984,38007,1567,512,-1186,-298,23448,313,1908,-1252,9/29/2021 8:25:36 AM
57723,4/1/1974 12:00:00 AM,NetMigration,2888,12969,45383,1067,1183,614,1458,20898,365,4469,-691,9/29/2021 8:25:36 AM
57724,7/1/1974 12:00:00 AM,NetMigration,10201,14097,55537,-1074,3487,320,1499,22735,359,4940,-1403,9/29/2021 8:25:36 AM
57725,10/1/1974 12:00:00 AM,NetMigration,8112,13118,35541,-1141,514,391,1068,9494,594,2995,-2,9/29/2021 8:25:36 AM
57726,1/1/1975 12:00:00 AM,NetMigration,7941,5930,35932,890,1791,-91,1055,14869,296,1696,1466,9/29/2021 8:25:36 AM
57727,4/1/1975 12:00:00 AM,NetMigration,8158,5290,49760,1307,1667,731,898,22290,310,6289,2587,9/29/2021 8:25:36 AM
57728,7/1/1975 12:00:00 AM,NetMigration,10806,6011,51018,-645,3744,928,2811,20574,195,2780,3258,9/29/2021 8:25:36 AM
57729,10/1/1975 12:00:00 AM,NetMigration,9098,5247,24822,442,1995,302,1632,3327,201,989,1616,9/29/2021 8:25:36 AM
57730,1/1/1976 12:00:00 AM,NetMigration,8291,1375,27919,402,1235,-516,281,12820,5,2647,1562,9/29/2021 8:25:36 AM
57731,4/1/1976 12:00:00 AM,NetMigration,10105,3108,32956,117,649,217,562,13771,230,3141,893,9/29/2021 8:25:36 AM
57732,7/1/1976 12:00:00 AM,NetMigration,18683,8056,38525,24,-116,-793,1012,11680,31,-2305,2565,9/29/2021 8:25:36 AM
57733,10/1/1976 12:00:00 AM,NetMigration,9882,3285,18768,-87,-330,-1416,0,9182,-22,-1551,555,9/29/2021 8:25:36 AM
57734,1/1/1977 12:00:00 AM,NetMigration,8149,2270,23423,512,485,-871,-12,12317,-40,225,739,9/29/2021 8:25:36 AM
57735,4/1/1977 12:00:00 AM,NetMigration,8280,4737,23156,212,879,-591,-234,10577,347,-2078,1230,9/29/2021 8:25:36 AM
57736,7/1/1977 12:00:00 AM,NetMigration,17682,11600,28398,-455,-804,-986,818,12875,277,-13366,592,9/29/2021 8:25:36 AM
57737,10/1/1977 12:00:00 AM,NetMigration,8414,5069,8849,-563,-744,-1510,19,8264,79,-9072,-639,9/29/2021 8:25:36 AM
57738,1/1/1978 12:00:00 AM,NetMigration,6905,3652,16355,80,-10,-924,-138,11944,57,-4872,-231,9/29/2021 8:25:36 AM
57739,4/1/1978 12:00:00 AM,NetMigration,6594,6728,12931,-527,420,-642,-254,8798,415,-8559,-141,9/29/2021 8:25:36 AM
57740,7/1/1978 12:00:00 AM,NetMigration,16680,11782,16251,-3487,-859,-717,743,1529,-61,-8946,-123,9/29/2021 8:25:36 AM
57741,10/1/1978 12:00:00 AM,NetMigration,8130,5643,6114,-2077,-709,-1315,-47,4195,-120,-5924,-929,9/29/2021 8:25:36 AM
57742,1/1/1979 12:00:00 AM,NetMigration,6319,4600,14749,-1099,56,-742,-136,8375,-51,-1767,-465,9/29/2021 8:25:36 AM
57743,4/1/1979 12:00:00 AM,NetMigration,7551,9071,24537,-1519,624,-337,-106,11903,289,-2686,-96,9/29/2021 8:25:36 AM
57744,7/1/1979 12:00:00 AM,NetMigration,22361,20733,29821,-4271,-1289,-642,-251,318,-121,-6485,-287,9/29/2021 8:25:36 AM
57745,10/1/1979 12:00:00 AM,NetMigration,12534,12149,26427,-1530,-682,-1323,-240,8664,-81,-2002,-470,9/29/2021 8:25:36 AM
57746,1/1/1980 12:00:00 AM,NetMigration,9580,10384,32538,-468,75,-759,-297,12936,-76,1654,-207,9/29/2021 8:25:36 AM
57747,4/1/1980 12:00:00 AM,NetMigration,12387,17639,49504,-639,517,-175,-2,18461,200,1138,93,9/29/2021 8:25:36 AM
57748,7/1/1980 12:00:00 AM,NetMigration,26165,22019,37994,-1648,-2198,-678,-371,-1917,-569,-3377,310,9/29/2021 8:25:36 AM
57749,10/1/1980 12:00:00 AM,NetMigration,13147,12253,20708,-879,-1421,-1431,-508,2955,-330,-1974,-710,9/29/2021 8:25:36 AM
57750,1/1/1981 12:00:00 AM,NetMigration,10393,9802,25917,-113,-570,-710,-333,7465,-250,651,-372,9/29/2021 8:25:36 AM
57751,4/1/1981 12:00:00 AM,NetMigration,11540,15507,38093,-739,63,-248,-313,11599,21,625,-150,9/29/2021 8:25:36 AM
57752,7/1/1981 12:00:00 AM,NetMigration,22057,12905,51271,-247,-1471,-1276,842,17026,-289,53,1319,9/29/2021 8:25:36 AM
57753,10/1/1981 12:00:00 AM,NetMigration,12204,7199,19190,299,-1212,-2846,-479,6343,-312,-1660,-69,9/29/2021 8:25:36 AM
57754,1/1/1982 12:00:00 AM,NetMigration,8271,3091,21209,1014,-312,-976,-849,13588,-298,-2559,-104,9/29/2021 8:25:36 AM
57755,4/1/1982 12:00:00 AM,NetMigration,10866,5175,26856,1063,272,-438,167,11020,156,-2112,411,9/29/2021 8:25:36 AM
57756,7/1/1982 12:00:00 AM,NetMigration,1348,3535,28015,2368,1356,1066,1949,19831,141,-5631,2438,9/29/2021 8:25:36 AM
57757,10/1/1982 12:00:00 AM,NetMigration,-969,1245,10470,861,312,272,761,11707,39,-3335,257,9/29/2021 8:25:36 AM
57758,1/1/1983 12:00:00 AM,NetMigration,-1816,1884,18278,1192,617,-144,901,14422,123,651,948,9/29/2021 8:25:36 AM
57759,4/1/1983 12:00:00 AM,NetMigration,-1839,3117,17290,1784,1343,740,1172,11517,448,-2202,1407,9/29/2021 8:25:36 AM
57760,7/1/1983 12:00:00 AM,NetMigration,-6648,5628,19071,1949,623,-475,2487,17619,342,-4066,1430,9/29/2021 8:25:36 AM
57761,10/1/1983 12:00:00 AM,NetMigration,-5438,3010,7304,379,25,-564,810,11928,91,-2495,-76,9/29/2021 8:25:36 AM
57762,1/1/1984 12:00:00 AM,NetMigration,-4456,3075,16318,902,403,-459,954,14420,159,749,784,9/29/2021 8:25:36 AM
57763,4/1/1984 12:00:00 AM,NetMigration,-9541,5617,19214,412,851,-528,356,20179,216,318,1263,9/29/2021 8:25:36 AM
57764,7/1/1984 12:00:00 AM,NetMigration,-9843,3051,20524,862,56,-1514,2400,23926,76,-83,1488,9/29/2021 8:25:36 AM
57765,10/1/1984 12:00:00 AM,NetMigration,-910,798,3130,1269,-389,-806,527,4734,265,-1420,-1011,9/29/2021 8:25:36 AM
57766,1/1/1985 12:00:00 AM,NetMigration,-222,625,16289,610,-261,-311,650,12591,5,3147,-588,9/29/2021 8:25:36 AM
57767,4/1/1985 12:00:00 AM,NetMigration,-3680,1645,19559,-784,26,-762,-27,20622,-41,2156,430,9/29/2021 8:25:36 AM
57768,7/1/1985 12:00:00 AM,NetMigration,-4308,3258,23685,183,-265,-2225,173,24912,-17,2607,-236,9/29/2021 8:25:36 AM
57769,10/1/1985 12:00:00 AM,NetMigration,3094,416,8923,875,-539,-1198,-743,8303,217,1152,-2370,9/29/2021 8:25:36 AM
57770,1/1/1986 12:00:00 AM,NetMigration,3602,955,22492,679,-383,-644,-174,16497,-23,3753,-1458,9/29/2021 8:25:36 AM
57771,4/1/1986 12:00:00 AM,NetMigration,720,3609,31199,-985,-426,-1508,-302,26624,-154,5740,-1486,9/29/2021 8:25:36 AM
