Id,When,Type,Alberta,BritishColumbia,Canada,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,ModifiedDate
57412,1/1/1972 12:00:00 AM,NetInterprovincialMigration,1229,5179,0,-1361,472,-99,-1129,155,267,-1206,-3622,9/29/2021 8:25:36 AM
57413,4/1/1972 12:00:00 AM,NetInterprovincialMigration,851,2616,0,-1737,-801,-71,384,8055,4,-6915,-2692,9/29/2021 8:25:36 AM
57414,7/1/1972 12:00:00 AM,NetInterprovincialMigration,4715,6724,0,-2993,633,308,1528,1665,362,-7447,-6227,9/29/2021 8:25:36 AM
57415,10/1/1972 12:00:00 AM,NetInterprovincialMigration,-257,10408,0,-1644,-63,-327,2062,-1648,225,-4323,-4755,9/29/2021 8:25:36 AM
57416,1/1/1973 12:00:00 AM,NetInterprovincialMigration,1349,4827,0,91,2011,-523,-3,-1214,146,-3632,-3128,9/29/2021 8:25:36 AM
57417,4/1/1973 12:00:00 AM,NetInterprovincialMigration,-309,5234,0,-943,-479,-235,1264,2137,49,-4352,-2414,9/29/2021 8:25:36 AM
57418,7/1/1973 12:00:00 AM,NetInterprovincialMigration,3705,9053,0,-1378,558,-541,489,-2929,194,-3379,-4875,9/29/2021 8:25:36 AM
57419,10/1/1973 12:00:00 AM,NetInterprovincialMigration,-2047,11423,0,30,751,-1211,357,-3269,89,-3367,-2844,9/29/2021 8:25:36 AM
57420,1/1/1974 12:00:00 AM,NetInterprovincialMigration,720,5218,0,208,141,-1378,-837,1690,254,-3835,-1657,9/29/2021 8:25:36 AM
57421,4/1/1974 12:00:00 AM,NetInterprovincialMigration,533,5811,0,-516,819,411,1005,-5294,284,-2000,-1096,9/29/2021 8:25:36 AM
57422,7/1/1974 12:00:00 AM,NetInterprovincialMigration,6982,5107,0,-2787,2885,52,781,-7844,284,-3865,-1930,9/29/2021 8:25:36 AM
57423,10/1/1974 12:00:00 AM,NetInterprovincialMigration,6575,6519,0,-2305,347,297,627,-10715,564,-2152,-152,9/29/2021 8:25:36 AM
57424,1/1/1975 12:00:00 AM,NetInterprovincialMigration,5739,145,0,-411,1447,-225,617,-5541,247,-3002,943,9/29/2021 8:25:36 AM
57425,4/1/1975 12:00:00 AM,NetInterprovincialMigration,3859,-2156,0,-616,1358,419,397,-4094,239,-1342,1836,9/29/2021 8:25:36 AM
57426,7/1/1975 12:00:00 AM,NetInterprovincialMigration,6492,-1593,0,-2565,3076,506,2086,-5494,142,-5511,2346,9/29/2021 8:25:36 AM
57427,10/1/1975 12:00:00 AM,NetInterprovincialMigration,7373,740,0,-542,1691,215,1354,-9928,186,-2485,1430,9/29/2021 8:25:36 AM
57428,1/1/1976 12:00:00 AM,NetInterprovincialMigration,5894,-2709,0,-677,988,-661,-44,-857,-36,-2746,1080,9/29/2021 8:25:36 AM
57429,4/1/1976 12:00:00 AM,NetInterprovincialMigration,6820,-1473,0,-1198,152,72,243,-2653,164,-2612,440,9/29/2021 8:25:36 AM
57430,7/1/1976 12:00:00 AM,NetInterprovincialMigration,15061,3465,0,-1243,-525,-1021,322,-7394,-15,-10207,1903,9/29/2021 8:25:36 AM
57431,10/1/1976 12:00:00 AM,NetInterprovincialMigration,8270,253,0,-825,-436,-1422,-267,1508,-60,-6666,366,9/29/2021 8:25:36 AM
57432,1/1/1977 12:00:00 AM,NetInterprovincialMigration,5715,-601,0,-530,140,-997,-457,1005,-61,-4087,250,9/29/2021 8:25:36 AM
57433,4/1/1977 12:00:00 AM,NetInterprovincialMigration,5664,1899,0,-933,739,-709,-397,-1521,290,-5406,663,9/29/2021 8:25:36 AM
57434,7/1/1977 12:00:00 AM,NetInterprovincialMigration,14799,8197,0,-1686,-1030,-1150,369,-1740,242,-18074,-62,9/29/2021 8:25:36 AM
57435,10/1/1977 12:00:00 AM,NetInterprovincialMigration,7787,2957,0,-1101,-700,-1490,-187,4675,44,-10931,-615,9/29/2021 8:25:36 AM
57436,1/1/1978 12:00:00 AM,NetInterprovincialMigration,5038,1622,0,-700,-110,-970,-370,3829,38,-7637,-595,9/29/2021 8:25:36 AM
57437,4/1/1978 12:00:00 AM,NetInterprovincialMigration,4919,4800,0,-1187,492,-701,-228,1746,376,-9787,-447,9/29/2021 8:25:36 AM
57438,7/1/1978 12:00:00 AM,NetInterprovincialMigration,15252,9740,0,-4145,-1007,-811,420,-6620,-95,-11928,-488,9/29/2021 8:25:36 AM
57439,10/1/1978 12:00:00 AM,NetInterprovincialMigration,7946,3944,0,-2338,-651,-1274,-135,1780,-127,-7603,-854,9/29/2021 8:25:36 AM
57440,1/1/1979 12:00:00 AM,NetInterprovincialMigration,5213,2450,0,-1717,-33,-797,-362,1470,-83,-4976,-801,9/29/2021 8:25:36 AM
57441,4/1/1979 12:00:00 AM,NetInterprovincialMigration,5015,5871,0,-2546,520,-492,-280,-955,231,-6377,-735,9/29/2021 8:25:36 AM
57442,7/1/1979 12:00:00 AM,NetInterprovincialMigration,18961,16461,0,-5430,-1635,-852,-690,-13574,-204,-11697,-1071,9/29/2021 8:25:36 AM
57443,10/1/1979 12:00:00 AM,NetInterprovincialMigration,9685,7759,0,-3015,-996,-1381,-646,-2200,-168,-7256,-1166,9/29/2021 8:25:36 AM
57444,1/1/1980 12:00:00 AM,NetInterprovincialMigration,6452,5699,0,-2187,-346,-860,-703,-1711,-118,-4786,-1124,9/29/2021 8:25:36 AM
57445,4/1/1980 12:00:00 AM,NetInterprovincialMigration,6337,10245,0,-3232,216,-504,-693,-4877,132,-6237,-1132,9/29/2021 8:25:36 AM
57446,7/1/1980 12:00:00 AM,NetInterprovincialMigration,20706,15575,0,-3701,-2570,-844,-825,-18244,-604,-8934,-784,9/29/2021 8:25:36 AM
57447,10/1/1980 12:00:00 AM,NetInterprovincialMigration,10358,7254,0,-2052,-1465,-1407,-683,-4511,-356,-5727,-1059,9/29/2021 8:25:36 AM
57448,1/1/1981 12:00:00 AM,NetInterprovincialMigration,6676,5342,0,-1416,-752,-830,-662,-3437,-264,-3531,-1022,9/29/2021 8:25:36 AM
57449,4/1/1981 12:00:00 AM,NetInterprovincialMigration,6510,9693,0,-2234,-202,-471,-666,-7055,-27,-4649,-943,9/29/2021 8:25:36 AM
57450,7/1/1981 12:00:00 AM,NetInterprovincialMigration,16475,5441,0,-1901,-1889,-1432,-70,-9422,-336,-7616,488,9/29/2021 8:25:36 AM
57451,10/1/1981 12:00:00 AM,NetInterprovincialMigration,8811,2794,0,-392,-1123,-2695,-597,695,-331,-6911,-43,9/29/2021 8:25:36 AM
57452,1/1/1982 12:00:00 AM,NetInterprovincialMigration,4889,-684,0,-46,-360,-1084,-1167,4300,-336,-5312,-484,9/29/2021 8:25:36 AM
57453,4/1/1982 12:00:00 AM,NetInterprovincialMigration,6387,1154,0,-286,530,-482,-102,-1238,147,-5951,-284,9/29/2021 8:25:36 AM
57454,7/1/1982 12:00:00 AM,NetInterprovincialMigration,-1992,128,0,1261,1118,930,1554,5985,119,-10642,1864,9/29/2021 8:25:36 AM
57455,10/1/1982 12:00:00 AM,NetInterprovincialMigration,-2223,-1727,0,199,404,275,569,8360,15,-5651,381,9/29/2021 8:25:36 AM
57456,1/1/1983 12:00:00 AM,NetInterprovincialMigration,-3438,-757,0,285,576,-70,595,5815,109,-3168,530,9/29/2021 8:25:36 AM
57457,4/1/1983 12:00:00 AM,NetInterprovincialMigration,-3997,867,0,799,1456,694,1073,3425,393,-5217,805,9/29/2021 8:25:36 AM
57458,7/1/1983 12:00:00 AM,NetInterprovincialMigration,-8236,2856,0,877,420,-443,2135,8917,343,-8132,1087,9/29/2021 8:25:36 AM
57459,10/1/1983 12:00:00 AM,NetInterprovincialMigration,-5638,34,0,36,70,-402,783,9764,103,-4511,94,9/29/2021 8:25:36 AM
57460,1/1/1984 12:00:00 AM,NetInterprovincialMigration,-6294,773,0,151,322,-523,733,7014,146,-2345,276,9/29/2021 8:25:36 AM
57461,4/1/1984 12:00:00 AM,NetInterprovincialMigration,-11818,2973,0,-725,980,-658,153,10705,205,-2429,676,9/29/2021 8:25:36 AM
57462,7/1/1984 12:00:00 AM,NetInterprovincialMigration,-12018,853,0,59,-136,-1542,2111,13494,68,-3840,796,9/29/2021 8:25:36 AM
57463,10/1/1984 12:00:00 AM,NetInterprovincialMigration,-1178,-732,0,954,-313,-725,395,4772,253,-2561,-996,9/29/2021 8:25:36 AM
57464,1/1/1985 12:00:00 AM,NetInterprovincialMigration,-1878,-1562,0,1,-370,-382,347,4894,-18,-44,-992,9/29/2021 8:25:36 AM
57465,4/1/1985 12:00:00 AM,NetInterprovincialMigration,-5697,-528,0,-1609,141,-796,-296,10725,-53,-1575,-233,9/29/2021 8:25:36 AM
57466,7/1/1985 12:00:00 AM,NetInterprovincialMigration,-6431,195,0,-558,-397,-2292,128,13564,-31,-3075,-718,9/29/2021 8:25:36 AM
57467,10/1/1985 12:00:00 AM,NetInterprovincialMigration,2816,-1535,0,611,-484,-1156,-595,4778,196,-2182,-2182,9/29/2021 8:25:36 AM
57468,1/1/1986 12:00:00 AM,NetInterprovincialMigration,1338,-2316,0,-282,-513,-744,-419,5076,-43,214,-2010,9/29/2021 8:25:36 AM
57469,4/1/1986 12:00:00 AM,NetInterprovincialMigration,-1554,-845,0,-2068,-497,-1524,-435,10144,-198,-306,-2029,9/29/2021 8:25:36 AM
57470,7/1/1986 12:00:00 AM,NetInterprovincialMigration,-12971,2988,0,-1229,-1020,-1777,209,16670,-293,-229,-1665,9/29/2021 8:25:36 AM
57471,10/1/1986 12:00:00 AM,NetInterprovincialMigration,-4179,-599,0,549,-923,-657,-527,9500,95,-1890,-1355,9/29/2021 8:25:36 AM
57472,1/1/1987 12:00:00 AM,NetInterprovincialMigration,-3584,464,0,-152,17,-537,-673,5317,121,-195,-721,9/29/2021 8:25:36 AM
57473,4/1/1987 12:00:00 AM,NetInterprovincialMigration,-9264,4573,0,-1927,-100,-1452,50,11114,-128,-1415,-1216,9/29/2021 8:25:36 AM
57474,7/1/1987 12:00:00 AM,NetInterprovincialMigration,-14174,8111,0,-2544,-1019,-2100,-824,18760,-60,-2530,-2962,9/29/2021 8:25:36 AM
57475,10/1/1987 12:00:00 AM,NetInterprovincialMigration,-2040,3440,0,-58,-607,-335,-813,6102,353,-2308,-3684,9/29/2021 8:25:36 AM
57476,1/1/1988 12:00:00 AM,NetInterprovincialMigration,-1972,3287,0,-719,-556,-208,-257,3127,75,-294,-2770,9/29/2021 8:25:36 AM
57477,4/1/1988 12:00:00 AM,NetInterprovincialMigration,-5037,6641,0,-2554,225,-861,106,7226,-73,-2561,-2691,9/29/2021 8:25:36 AM
57478,7/1/1988 12:00:00 AM,NetInterprovincialMigration,-3597,11289,0,-3818,-482,-1321,277,5590,-145,-1876,-5436,9/29/2021 8:25:36 AM
57479,10/1/1988 12:00:00 AM,NetInterprovincialMigration,3223,4612,0,-1590,-359,259,-331,877,549,-2147,-5266,9/29/2021 8:25:36 AM
57480,1/1/1989 12:00:00 AM,NetInterprovincialMigration,894,4817,0,-1485,284,213,-304,-389,122,-1021,-3219,9/29/2021 8:25:36 AM
57481,4/1/1989 12:00:00 AM,NetInterprovincialMigration,-2048,7103,0,-2420,-41,-806,895,3661,-145,-2574,-3150,9/29/2021 8:25:36 AM
57482,7/1/1989 12:00:00 AM,NetInterprovincialMigration,-2765,16449,0,-4349,-120,-2090,566,1892,-475,-2879,-5831,9/29/2021 8:25:36 AM
57483,10/1/1989 12:00:00 AM,NetInterprovincialMigration,4239,7342,0,-1922,-165,-172,-191,-1311,425,-2735,-5752,9/29/2021 8:25:36 AM
57484,1/1/1990 12:00:00 AM,NetInterprovincialMigration,1316,7165,0,-1785,420,-49,-212,-2085,38,-1408,-3539,9/29/2021 8:25:36 AM
57485,4/1/1990 12:00:00 AM,NetInterprovincialMigration,2803,10438,0,-2305,34,-578,432,-4457,-241,-1620,-4320,9/29/2021 8:25:36 AM
57486,7/1/1990 12:00:00 AM,NetInterprovincialMigration,4486,15205,0,-3307,320,-848,-590,-5503,-83,-3543,-5821,9/29/2021 8:25:36 AM
57487,10/1/1990 12:00:00 AM,NetInterprovincialMigration,1920,7280,0,-1312,235,-295,50,-2935,-36,-2458,-2516,9/29/2021 8:25:36 AM
57488,1/1/1991 12:00:00 AM,NetInterprovincialMigration,516,4053,0,-1004,105,96,-530,-199,-36,-1697,-1349,9/29/2021 8:25:36 AM
57489,4/1/1991 12:00:00 AM,NetInterprovincialMigration,2061,7515,0,-1917,263,117,908,-2990,-170,-3627,-2490,9/29/2021 8:25:36 AM
57490,7/1/1991 12:00:00 AM,NetInterprovincialMigration,2619,15569,0,-3204,-526,-819,417,-6012,-265,-3354,-4417,9/29/2021 8:25:36 AM
57491,10/1/1991 12:00:00 AM,NetInterprovincialMigration,439,7463,0,-1420,80,-548,-58,-1087,149,-3622,-1424,9/29/2021 8:25:36 AM
57492,1/1/1992 12:00:00 AM,NetInterprovincialMigration,-785,6232,0,-1313,122,-153,-632,-832,28,-1924,-905,9/29/2021 8:25:36 AM
57493,4/1/1992 12:00:00 AM,NetInterprovincialMigration,710,8740,0,-1704,71,-149,579,-3114,-149,-3652,-1735,9/29/2021 8:25:36 AM
57494,7/1/1992 12:00:00 AM,NetInterprovincialMigration,1234,16538,0,-2359,-1167,-1365,417,-7555,120,-1524,-3898,9/29/2021 8:25:36 AM
57495,10/1/1992 12:00:00 AM,NetInterprovincialMigration,-129,8068,0,-1041,-113,-896,-9,-2029,233,-2685,-1189,9/29/2021 8:25:36 AM
57496,1/1/1993 12:00:00 AM,NetInterprovincialMigration,-1295,6682,0,-947,-40,-349,-642,-1581,112,-1159,-701,9/29/2021 8:25:36 AM
57497,4/1/1993 12:00:00 AM,NetInterprovincialMigration,-991,8811,0,-1197,-82,-468,330,-3024,189,-3052,-560,9/29/2021 8:25:36 AM
57498,7/1/1993 12:00:00 AM,NetInterprovincialMigration,1514,13776,0,-1978,-171,-1761,-228,-6723,45,-1766,-2389,9/29/2021 8:25:36 AM
57499,10/1/1993 12:00:00 AM,NetInterprovincialMigration,-1583,8326,0,-1084,-199,-819,-603,-1443,186,-1449,-893,9/29/2021 8:25:36 AM
57500,1/1/1994 12:00:00 AM,NetInterprovincialMigration,-291,6018,0,-731,-474,-1164,-488,40,159,-1849,-1032,9/29/2021 8:25:36 AM
57501,4/1/1994 12:00:00 AM,NetInterprovincialMigration,-1270,9751,0,-821,173,-1208,-568,-1294,232,-3694,-1117,9/29/2021 8:25:36 AM
57502,7/1/1994 12:00:00 AM,NetInterprovincialMigration,-1035,12439,0,-1401,-140,-2630,-906,-2407,189,-2714,-1191,9/29/2021 8:25:36 AM
57503,10/1/1994 12:00:00 AM,NetInterprovincialMigration,-88,6241,0,-1057,-64,-1202,-732,-866,114,-1995,-618,9/29/2021 8:25:36 AM
57504,1/1/1995 12:00:00 AM,NetInterprovincialMigration,375,4337,0,45,-519,-1483,-475,360,13,-1869,-942,9/29/2021 8:25:36 AM
57505,4/1/1995 12:00:00 AM,NetInterprovincialMigration,192,6274,0,-807,-90,-1659,-628,72,33,-2369,-901,9/29/2021 8:25:36 AM
57506,7/1/1995 12:00:00 AM,NetInterprovincialMigration,1823,7359,0,-1892,-454,-2343,-185,129,276,-3978,-811,9/29/2021 8:25:36 AM
57507,10/1/1995 12:00:00 AM,NetInterprovincialMigration,1861,5444,0,-690,132,-1081,-684,-2325,46,-2032,-536,9/29/2021 8:25:36 AM
57508,1/1/1996 12:00:00 AM,NetInterprovincialMigration,1584,3617,0,-318,41,-1993,-442,58,89,-2387,-103,9/29/2021 8:25:36 AM
57509,4/1/1996 12:00:00 AM,NetInterprovincialMigration,2388,5605,0,-666,-88,-2019,66,-684,227,-4229,-711,9/29/2021 8:25:36 AM
57510,7/1/1996 12:00:00 AM,NetInterprovincialMigration,5966,5841,0,-1573,-455,-2454,-737,-370,146,-5668,-427,9/29/2021 8:25:36 AM
57511,10/1/1996 12:00:00 AM,NetInterprovincialMigration,5131,2735,0,-1181,-408,-1479,49,-710,-61,-3074,-630,9/29/2021 8:25:36 AM
57512,1/1/1997 12:00:00 AM,NetInterprovincialMigration,6480,490,0,-730,-70,-1941,-746,802,14,-3154,-1013,9/29/2021 8:25:36 AM
57513,4/1/1997 12:00:00 AM,NetInterprovincialMigration,8705,814,0,-2389,-330,-2260,-214,2255,37,-5540,-724,9/29/2021 8:25:36 AM
57514,7/1/1997 12:00:00 AM,NetInterprovincialMigration,10405,1084,0,-2392,-922,-3063,-879,3836,-65,-6217,-1079,9/29/2021 8:25:36 AM
57515,10/1/1997 12:00:00 AM,NetInterprovincialMigration,6869,-408,0,-1206,-490,-1258,-235,-70,-227,-2648,147,9/29/2021 8:25:36 AM
57516,1/1/1998 12:00:00 AM,NetInterprovincialMigration,11526,-4505,0,-763,-931,-2749,-739,2230,-183,-2579,-588,9/29/2021 8:25:36 AM
57517,4/1/1998 12:00:00 AM,NetInterprovincialMigration,14289,-6200,0,-915,-849,-2420,-716,3235,59,-5514,-420,9/29/2021 8:25:36 AM
57518,7/1/1998 12:00:00 AM,NetInterprovincialMigration,9223,-4089,0,-922,-577,-1824,-232,4007,16,-4717,-240,9/29/2021 8:25:36 AM
57519,10/1/1998 12:00:00 AM,NetInterprovincialMigration,5087,-2727,0,-497,-578,-978,116,1994,93,-1702,-538,9/29/2021 8:25:36 AM
57520,1/1/1999 12:00:00 AM,NetInterprovincialMigration,4590,-3436,0,166,-133,-1632,-161,4347,5,-2095,-1389,9/29/2021 8:25:36 AM
57521,4/1/1999 12:00:00 AM,NetInterprovincialMigration,6291,-4232,0,-860,44,-1261,478,6358,79,-4551,-2166,9/29/2021 8:25:36 AM
57522,7/1/1999 12:00:00 AM,NetInterprovincialMigration,5719,-2682,0,-1114,-611,-886,238,5511,95,-3409,-2422,9/29/2021 8:25:36 AM
57523,10/1/1999 12:00:00 AM,NetInterprovincialMigration,3092,-2063,0,-579,62,-137,392,2208,33,-1657,-1169,9/29/2021 8:25:36 AM
57524,1/1/2000 12:00:00 AM,NetInterprovincialMigration,6752,-4599,0,-375,-354,-1733,-152,6371,-158,-3054,-2110,9/29/2021 8:25:36 AM
57525,4/1/2000 12:00:00 AM,NetInterprovincialMigration,7111,-5266,0,-1388,-280,-1507,-748,8279,134,-4026,-2246,9/29/2021 8:25:36 AM
57526,7/1/2000 12:00:00 AM,NetInterprovincialMigration,4832,-2095,0,-1464,-873,-1046,39,6066,-119,-3278,-1893,9/29/2021 8:25:36 AM
57527,10/1/2000 12:00:00 AM,NetInterprovincialMigration,5702,-2823,0,-961,-241,-598,-532,2576,81,-875,-2052,9/29/2021 8:25:36 AM
57528,1/1/2001 12:00:00 AM,NetInterprovincialMigration,4493,-1537,0,-792,-214,-1517,-702,4047,98,-1618,-2050,9/29/2021 8:25:36 AM
57529,4/1/2001 12:00:00 AM,NetInterprovincialMigration,5430,-1831,0,-1106,-202,-1332,-882,5934,105,-3671,-2415,9/29/2021 8:25:36 AM
57530,7/1/2001 12:00:00 AM,NetInterprovincialMigration,8361,-1873,0,-1806,-1028,-653,-427,1644,128,-1632,-2551,9/29/2021 8:25:36 AM
57531,10/1/2001 12:00:00 AM,NetInterprovincialMigration,5349,-1787,0,-929,-471,-218,-10,-125,-10,-168,-1503,9/29/2021 8:25:36 AM
57532,1/1/2002 12:00:00 AM,NetInterprovincialMigration,5378,-2272,0,-455,-149,-1349,-516,3130,39,-1045,-2416,9/29/2021 8:25:36 AM
57533,4/1/2002 12:00:00 AM,NetInterprovincialMigration,7147,-2624,0,-1154,430,-1132,55,705,-95,-1505,-2350,9/29/2021 8:25:36 AM
57534,7/1/2002 12:00:00 AM,NetInterprovincialMigration,5288,153,0,-1976,-635,-574,-194,1237,132,-1241,-1921,9/29/2021 8:25:36 AM
57535,10/1/2002 12:00:00 AM,NetInterprovincialMigration,1783,298,0,-535,-83,-177,-329,-1034,10,696,-680,9/29/2021 8:25:36 AM
57536,1/1/2003 12:00:00 AM,NetInterprovincialMigration,3159,-1460,0,210,-94,-331,34,485,29,-348,-1665,9/29/2021 8:25:36 AM
57537,4/1/2003 12:00:00 AM,NetInterprovincialMigration,1673,-28,0,-574,-31,-601,999,-51,-6,-936,-875,9/29/2021 8:25:36 AM
57538,7/1/2003 12:00:00 AM,NetInterprovincialMigration,3019,2830,0,-1454,-593,-70,-185,-3324,33,978,-1349,9/29/2021 8:25:36 AM
57539,10/1/2003 12:00:00 AM,NetInterprovincialMigration,1678,1683,0,-371,-281,-252,105,-2012,83,85,-846,9/29/2021 8:25:36 AM
57540,1/1/2004 12:00:00 AM,NetInterprovincialMigration,3192,310,0,7,174,-778,-625,-905,93,-297,-822,9/29/2021 8:25:36 AM
57541,4/1/2004 12:00:00 AM,NetInterprovincialMigration,2717,3042,0,-747,-60,-927,-67,-694,-65,-1588,-1504,9/29/2021 8:25:36 AM
57542,7/1/2004 12:00:00 AM,NetInterprovincialMigration,8779,2378,0,-2194,-739,-671,-828,-4002,-158,-460,-1899,9/29/2021 8:25:36 AM
57543,10/1/2004 12:00:00 AM,NetInterprovincialMigration,6189,2055,0,-889,-255,-108,-518,-3628,-94,-627,-2016,9/29/2021 8:25:36 AM
57544,1/1/2005 12:00:00 AM,NetInterprovincialMigration,8290,1055,0,-1257,-313,-1575,-1072,-1748,22,-828,-2393,9/29/2021 8:25:36 AM
57545,4/1/2005 12:00:00 AM,NetInterprovincialMigration,11165,2726,0,-2887,-767,-1356,-623,-1794,91,-3048,-3207,9/29/2021 8:25:36 AM
57546,7/1/2005 12:00:00 AM,NetInterprovincialMigration,10143,3172,0,-2724,-940,-754,-728,-4723,-114,-1407,-1901,9/29/2021 8:25:36 AM
57547,10/1/2005 12:00:00 AM,NetInterprovincialMigration,13820,259,0,-1734,-677,-995,-820,-5248,-251,-1873,-2020,9/29/2021 8:25:36 AM
57548,1/1/2006 12:00:00 AM,NetInterprovincialMigration,12320,1883,0,-1523,-785,-1647,-1019,-4056,-134,-2131,-2330,9/29/2021 8:25:36 AM
57549,4/1/2006 12:00:00 AM,NetInterprovincialMigration,9512,3486,0,-1900,-1085,-946,-457,-3474,-140,-4000,-832,9/29/2021 8:25:36 AM
57550,7/1/2006 12:00:00 AM,NetInterprovincialMigration,16729,3919,0,-2819,-1834,-1047,-1666,-8454,-319,-3268,-1098,9/29/2021 8:25:36 AM
57551,10/1/2006 12:00:00 AM,NetInterprovincialMigration,7678,3511,0,-1035,-373,-558,-929,-5957,-159,-2429,529,9/29/2021 8:25:36 AM
57552,1/1/2007 12:00:00 AM,NetInterprovincialMigration,4725,3238,0,-378,-305,-1671,-1082,-2185,-155,-2503,427,9/29/2021 8:25:36 AM
57553,4/1/2007 12:00:00 AM,NetInterprovincialMigration,4677,4337,0,-1268,-120,-791,-449,-3451,-216,-4665,1691,9/29/2021 8:25:36 AM
57554,7/1/2007 12:00:00 AM,NetInterprovincialMigration,2205,6127,0,-1350,-270,293,-1004,-4202,-178,-3516,2153,9/29/2021 8:25:36 AM
57555,10/1/2007 12:00:00 AM,NetInterprovincialMigration,2035,3074,0,-453,-85,115,-39,-3588,-150,-1991,974,9/29/2021 8:25:36 AM
57556,1/1/2008 12:00:00 AM,NetInterprovincialMigration,3862,2627,0,-752,-250,-446,-259,-3458,-120,-1776,682,9/29/2021 8:25:36 AM
57557,4/1/2008 12:00:00 AM,NetInterprovincialMigration,7215,2815,0,-1148,-303,-490,-492,-3502,157,-4399,362,9/29/2021 8:25:36 AM
57558,7/1/2008 12:00:00 AM,NetInterprovincialMigration,2657,3212,0,-1836,-534,620,-554,-2928,50,-2086,1540,9/29/2021 8:25:36 AM
57559,10/1/2008 12:00:00 AM,NetInterprovincialMigration,4111,2195,0,-195,220,259,116,-5253,-381,-1446,625,9/29/2021 8:25:36 AM
57560,1/1/2009 12:00:00 AM,NetInterprovincialMigration,4685,1471,0,-640,47,6,-263,-4157,-108,-1439,338,9/29/2021 8:25:36 AM
57561,4/1/2009 12:00:00 AM,NetInterprovincialMigration,1731,3117,0,-440,30,992,-50,-3263,-97,-2448,480,9/29/2021 8:25:36 AM
57562,7/1/2009 12:00:00 AM,NetInterprovincialMigration,-2020,3036,0,-833,12,881,357,-1288,58,-375,377,9/29/2021 8:25:36 AM
57563,10/1/2009 12:00:00 AM,NetInterprovincialMigration,-2202,2048,0,-601,113,577,355,-525,-124,15,463,9/29/2021 8:25:36 AM
57564,1/1/2010 12:00:00 AM,NetInterprovincialMigration,148,1613,0,-224,243,238,-374,-1396,113,-1205,757,9/29/2021 8:25:36 AM
57565,4/1/2010 12:00:00 AM,NetInterprovincialMigration,803,2031,0,-754,203,-138,274,-1453,13,-1693,556,9/29/2021 8:25:36 AM
57566,7/1/2010 12:00:00 AM,NetInterprovincialMigration,-1,1463,0,-1255,-100,-304,87,890,-199,-711,154,9/29/2021 8:25:36 AM
57567,10/1/2010 12:00:00 AM,NetInterprovincialMigration,1330,1105,0,-357,149,353,84,-1950,-60,-739,235,9/29/2021 8:25:36 AM
57568,1/1/2011 12:00:00 AM,NetInterprovincialMigration,3160,780,0,-915,-174,-69,-191,-1003,-12,-1144,-425,9/29/2021 8:25:36 AM
57569,4/1/2011 12:00:00 AM,NetInterprovincialMigration,3954,73,0,-990,-33,50,-21,-1944,61,-2169,581,9/29/2021 8:25:36 AM
57570,7/1/2011 12:00:00 AM,NetInterprovincialMigration,3958,-576,0,-1474,-717,547,-462,-834,-138,-971,594,9/29/2021 8:25:36 AM
57571,10/1/2011 12:00:00 AM,NetInterprovincialMigration,4896,434,0,-792,-93,223,-974,-1961,-225,-1456,51,9/29/2021 8:25:36 AM
57572,1/1/2012 12:00:00 AM,NetInterprovincialMigration,10431,-1789,0,-782,-792,-475,-848,-3342,59,-2238,-15,9/29/2021 8:25:36 AM
57573,4/1/2012 12:00:00 AM,NetInterprovincialMigration,8367,-780,0,-1164,-204,250,-582,-4474,-314,-2250,1248,9/29/2021 8:25:36 AM
57574,7/1/2012 12:00:00 AM,NetInterprovincialMigration,9785,-595,0,-1354,-1104,281,-1159,-3692,-308,-2512,715,9/29/2021 8:25:36 AM
57575,10/1/2012 12:00:00 AM,NetInterprovincialMigration,7704,-1158,0,-628,-969,179,-653,-1630,-351,-1975,-362,9/29/2021 8:25:36 AM
57576,1/1/2013 12:00:00 AM,NetInterprovincialMigration,9746,-383,0,-1031,-603,302,-1021,-4571,-89,-1554,-504,9/29/2021 8:25:36 AM
57577,4/1/2013 12:00:00 AM,NetInterprovincialMigration,11363,268,0,-1993,-614,-267,-684,-4008,-153,-4390,543,9/29/2021 8:25:36 AM
57578,7/1/2013 12:00:00 AM,NetInterprovincialMigration,10234,1822,0,-1710,-1329,-55,-1314,-2062,-280,-4736,-76,9/29/2021 8:25:36 AM
57579,10/1/2013 12:00:00 AM,NetInterprovincialMigration,5487,807,0,-1412,-294,242,101,-1346,-208,-2666,-439,9/29/2021 8:25:36 AM
57580,1/1/2014 12:00:00 AM,NetInterprovincialMigration,8768,1723,0,-1646,-634,-259,-968,-4341,-240,-2246,-229,9/29/2021 8:25:36 AM
57581,4/1/2014 12:00:00 AM,NetInterprovincialMigration,10893,5123,0,-2083,-1260,306,-390,-6815,-213,-4664,-1095,9/29/2021 8:25:36 AM
57582,7/1/2014 12:00:00 AM,NetInterprovincialMigration,6386,5594,0,-2134,-1088,-247,-534,-1299,-297,-5452,-901,9/29/2021 8:25:36 AM
57583,10/1/2014 12:00:00 AM,NetInterprovincialMigration,3076,3419,0,-1021,-258,154,-346,-2186,-149,-2141,-327,9/29/2021 8:25:36 AM
57584,1/1/2015 12:00:00 AM,NetInterprovincialMigration,6482,4492,0,-1738,-540,248,-1329,-3275,-111,-2709,-1436,9/29/2021 8:25:36 AM
