ID,When,Type,Alberta,ModifiedDate
97798,11-01-2014 12:00:00 AM,Conventional Oil,2890350.8,09-30-2021 11:18:17 AM
97799,11-01-2014 12:00:00 AM,Non-Conventional Oil,10648232.8,09-30-2021 11:18:17 AM
97800,11-01-2014 12:00:00 AM,Natural Gas,8653529300,09-30-2021 11:18:17 AM
97801,12-01-2014 12:00:00 AM,Natural Gas,9153477100,09-30-2021 11:18:17 AM
97802,12-01-2014 12:00:00 AM,Conventional Oil,3045358.7,09-30-2021 11:18:17 AM
97803,12-01-2014 12:00:00 AM,Non-Conventional Oil,11336684.6,09-30-2021 11:18:17 AM
97804,01-01-2015 12:00:00 AM,Conventional Oil,2982698.3,09-30-2021 11:18:17 AM
97805,01-01-2015 12:00:00 AM,Natural Gas,9016730800,09-30-2021 11:18:17 AM
97806,01-01-2015 12:00:00 AM,Non-Conventional Oil,11628537.9,09-30-2021 11:18:17 AM
97807,02-01-2015 12:00:00 AM,Conventional Oil,2681046.3,09-30-2021 11:18:17 AM
97808,02-01-2015 12:00:00 AM,Natural Gas,8247773500,09-30-2021 11:18:17 AM
97809,02-01-2015 12:00:00 AM,Non-Conventional Oil,11011262,09-30-2021 11:18:17 AM
97810,03-01-2015 12:00:00 AM,Non-Conventional Oil,11959256.9,09-30-2021 11:18:17 AM
97811,03-01-2015 12:00:00 AM,Natural Gas,9090941400,09-30-2021 11:18:17 AM
97812,03-01-2015 12:00:00 AM,Conventional Oil,2889093,09-30-2021 11:18:17 AM
97813,04-01-2015 12:00:00 AM,Non-Conventional Oil,10300090.7,09-30-2021 11:18:17 AM
97814,04-01-2015 12:00:00 AM,Conventional Oil,2727872,09-30-2021 11:18:17 AM
97815,04-01-2015 12:00:00 AM,Natural Gas,8848310212,09-30-2021 11:18:17 AM
97816,05-01-2015 12:00:00 AM,Conventional Oil,2722692.4,09-30-2021 11:18:17 AM
97817,05-01-2015 12:00:00 AM,Natural Gas,8770126100,09-30-2021 11:18:17 AM
97818,05-01-2015 12:00:00 AM,Non-Conventional Oil,9738078.7,09-30-2021 11:18:17 AM
97819,06-01-2015 12:00:00 AM,Natural Gas,8510411400,09-30-2021 11:18:17 AM
97820,06-01-2015 12:00:00 AM,Conventional Oil,2555805.5,09-30-2021 11:18:17 AM
97821,06-01-2015 12:00:00 AM,Non-Conventional Oil,10656352.1,09-30-2021 11:18:17 AM
97822,07-01-2015 12:00:00 AM,Conventional Oil,2661151.8,09-30-2021 11:18:17 AM
97823,07-01-2015 12:00:00 AM,Natural Gas,8751321400,09-30-2021 11:18:17 AM
97824,07-01-2015 12:00:00 AM,Non-Conventional Oil,12674885.3,09-30-2021 11:18:17 AM
97825,08-01-2015 12:00:00 AM,Natural Gas,8602924900,09-30-2021 11:18:17 AM
97826,08-01-2015 12:00:00 AM,Conventional Oil,2618856,09-30-2021 11:18:17 AM
97827,08-01-2015 12:00:00 AM,Non-Conventional Oil,13232898,09-30-2021 11:18:17 AM
97828,09-01-2015 12:00:00 AM,Conventional Oil,2488144,09-30-2021 11:18:17 AM
97829,09-01-2015 12:00:00 AM,Non-Conventional Oil,10543736.8,09-30-2021 11:18:17 AM
97830,09-01-2015 12:00:00 AM,Natural Gas,8347117600,09-30-2021 11:18:17 AM
97831,10-01-2015 12:00:00 AM,Conventional Oil,2572278.3,09-30-2021 11:18:17 AM
97832,10-01-2015 12:00:00 AM,Natural Gas,8756993300,09-30-2021 11:18:17 AM
97833,10-01-2015 12:00:00 AM,Non-Conventional Oil,11849586.4,09-30-2021 11:18:17 AM
97834,11-01-2015 12:00:00 AM,Conventional Oil,2495741.4,09-30-2021 11:18:17 AM
97835,11-01-2015 12:00:00 AM,Non-Conventional Oil,12005731,09-30-2021 11:18:17 AM
97836,11-01-2015 12:00:00 AM,Natural Gas,8656328600,09-30-2021 11:18:17 AM
97837,12-01-2015 12:00:00 AM,Conventional Oil,2552873,09-30-2021 11:18:17 AM
97838,12-01-2015 12:00:00 AM,Non-Conventional Oil,12612300.9,09-30-2021 11:18:17 AM
97839,12-01-2015 12:00:00 AM,Natural Gas,9134593000,09-30-2021 11:18:17 AM
97840,01-01-2016 12:00:00 AM,Conventional Oil,2516116.9,09-30-2021 11:18:17 AM
97841,01-01-2016 12:00:00 AM,Natural Gas,9115988200,09-30-2021 11:18:17 AM
97842,01-01-2016 12:00:00 AM,Non-Conventional Oil,12488415.4,09-30-2021 11:18:17 AM
97843,02-01-2016 12:00:00 AM,Natural Gas,8738144100,09-30-2021 11:18:17 AM
97844,02-01-2016 12:00:00 AM,Non-Conventional Oil,11594999.9,09-30-2021 11:18:17 AM
97845,02-01-2016 12:00:00 AM,Conventional Oil,2295291.3,09-30-2021 11:18:17 AM
97846,03-01-2016 12:00:00 AM,Non-Conventional Oil,12208942.7,09-30-2021 11:18:17 AM
97847,03-01-2016 12:00:00 AM,Natural Gas,9237308700,09-30-2021 11:18:17 AM
97848,03-01-2016 12:00:00 AM,Conventional Oil,2537561.1,09-30-2021 11:18:17 AM
97849,04-01-2016 12:00:00 AM,Conventional Oil,2401173.7,09-30-2021 11:18:17 AM
97850,04-01-2016 12:00:00 AM,Natural Gas,8734040430,09-30-2021 11:18:17 AM
97851,04-01-2016 12:00:00 AM,Non-Conventional Oil,10330178.2,09-30-2021 11:18:17 AM
97852,05-01-2016 12:00:00 AM,Natural Gas,8680566600,09-30-2021 11:18:17 AM
97853,05-01-2016 12:00:00 AM,Conventional Oil,2420363.6,09-30-2021 11:18:17 AM
97854,05-01-2016 12:00:00 AM,Non-Conventional Oil,7744318.7,09-30-2021 11:18:17 AM
97855,06-01-2016 12:00:00 AM,Conventional Oil,2357896.7,09-30-2021 11:18:17 AM
97856,06-01-2016 12:00:00 AM,Non-Conventional Oil,9177229.6,09-30-2021 11:18:17 AM
97857,06-01-2016 12:00:00 AM,Natural Gas,8354547500,09-30-2021 11:18:17 AM
97858,07-01-2016 12:00:00 AM,Non-Conventional Oil,12137980,09-30-2021 11:18:17 AM
97859,07-01-2016 12:00:00 AM,Natural Gas,8775596400,09-30-2021 11:18:17 AM
97860,07-01-2016 12:00:00 AM,Conventional Oil,2423625.1,09-30-2021 11:18:17 AM
97861,08-01-2016 12:00:00 AM,Non-Conventional Oil,12767829.3,09-30-2021 11:18:17 AM
97862,08-01-2016 12:00:00 AM,Conventional Oil,2380641.2,09-30-2021 11:18:17 AM
97863,08-01-2016 12:00:00 AM,Natural Gas,8925258400,09-30-2021 11:18:17 AM
97864,09-01-2016 12:00:00 AM,Conventional Oil,2313272,09-30-2021 11:18:17 AM
97865,09-01-2016 12:00:00 AM,Non-Conventional Oil,12262825.9,09-30-2021 11:18:17 AM
97866,09-01-2016 12:00:00 AM,Natural Gas,8581672500,09-30-2021 11:18:17 AM
97867,10-01-2016 12:00:00 AM,Conventional Oil,2312103.1,09-30-2021 11:18:17 AM
97868,10-01-2016 12:00:00 AM,Natural Gas,8727082000,09-30-2021 11:18:17 AM
97869,10-01-2016 12:00:00 AM,Non-Conventional Oil,12989581.6,09-30-2021 11:18:17 AM
97870,11-01-2016 12:00:00 AM,Conventional Oil,2291035.3,09-30-2021 11:18:17 AM
97871,11-01-2016 12:00:00 AM,Non-Conventional Oil,13541955.7,09-30-2021 11:18:17 AM
97872,11-01-2016 12:00:00 AM,Natural Gas,8621788200,09-30-2021 11:18:17 AM
97873,12-01-2016 12:00:00 AM,Non-Conventional Oil,13230084.6,09-30-2021 11:18:17 AM
97874,12-01-2016 12:00:00 AM,Conventional Oil,2372845.3,09-30-2021 11:18:17 AM
97875,12-01-2016 12:00:00 AM,Natural Gas,8924453700,09-30-2021 11:18:17 AM
97876,01-01-2017 12:00:00 AM,Conventional Oil,2392279.9,09-30-2021 11:18:17 AM
97877,01-01-2017 12:00:00 AM,Non-Conventional Oil,13767925.9,09-30-2021 11:18:17 AM
97878,01-01-2017 12:00:00 AM,Natural Gas,9083690900,09-30-2021 11:18:17 AM
97879,02-01-2017 12:00:00 AM,Non-Conventional Oil,12602626.7,09-30-2021 11:18:17 AM
97880,02-01-2017 12:00:00 AM,Conventional Oil,2192763.3,09-30-2021 11:18:17 AM
97881,02-01-2017 12:00:00 AM,Natural Gas,8197831400,09-30-2021 11:18:17 AM
97882,03-01-2017 12:00:00 AM,Natural Gas,9278660300,09-30-2021 11:18:17 AM
97883,03-01-2017 12:00:00 AM,Non-Conventional Oil,12797993.5,09-30-2021 11:18:17 AM
97884,03-01-2017 12:00:00 AM,Conventional Oil,2457699.7,09-30-2021 11:18:17 AM
97885,04-01-2017 12:00:00 AM,Conventional Oil,2393263.6,09-30-2021 11:18:17 AM
97886,04-01-2017 12:00:00 AM,Non-Conventional Oil,10882085.5,09-30-2021 11:18:17 AM
97887,04-01-2017 12:00:00 AM,Natural Gas,8999862900,09-30-2021 11:18:17 AM
97888,05-01-2017 12:00:00 AM,Conventional Oil,2463488.3,09-30-2021 11:18:17 AM
97889,05-01-2017 12:00:00 AM,Non-Conventional Oil,11816106.7,09-30-2021 11:18:17 AM
97890,05-01-2017 12:00:00 AM,Natural Gas,9039225300,09-30-2021 11:18:17 AM
97891,06-01-2017 12:00:00 AM,Non-Conventional Oil,11900580.6,09-30-2021 11:18:17 AM
97892,06-01-2017 12:00:00 AM,Natural Gas,8838860700,09-30-2021 11:18:17 AM
97893,06-01-2017 12:00:00 AM,Conventional Oil,2391916.9,09-30-2021 11:18:17 AM
97894,07-01-2017 12:00:00 AM,Natural Gas,9262628300,09-30-2021 11:18:17 AM
97895,07-01-2017 12:00:00 AM,Conventional Oil,2492208,09-30-2021 11:18:17 AM
97896,07-01-2017 12:00:00 AM,Non-Conventional Oil,13274094.9,09-30-2021 11:18:17 AM
97897,08-01-2017 12:00:00 AM,Natural Gas,8968245300,09-30-2021 11:18:17 AM
97898,08-01-2017 12:00:00 AM,Conventional Oil,2455406.1,09-30-2021 11:18:17 AM
97899,08-01-2017 12:00:00 AM,Non-Conventional Oil,14330562.3,09-30-2021 11:18:17 AM
97900,09-01-2017 12:00:00 AM,Conventional Oil,2475729.6,09-30-2021 11:18:17 AM
97901,09-01-2017 12:00:00 AM,Natural Gas,8870063200,09-30-2021 11:18:17 AM
97902,09-01-2017 12:00:00 AM,Non-Conventional Oil,12870313.8,09-30-2021 11:18:17 AM
97903,10-01-2017 12:00:00 AM,Non-Conventional Oil,12728580.9,09-30-2021 11:18:17 AM
97904,10-01-2017 12:00:00 AM,Natural Gas,9143094400,09-30-2021 11:18:17 AM
97905,10-01-2017 12:00:00 AM,Conventional Oil,2598055,09-30-2021 11:18:17 AM
97906,11-01-2017 12:00:00 AM,Non-Conventional Oil,13698899.3,09-30-2021 11:18:17 AM
97907,11-01-2017 12:00:00 AM,Conventional Oil,2580596.9,09-30-2021 11:18:17 AM
97908,11-01-2017 12:00:00 AM,Natural Gas,9217832900,09-30-2021 11:18:17 AM
97909,12-01-2017 12:00:00 AM,Natural Gas,9544256300,09-30-2021 11:18:17 AM
97910,12-01-2017 12:00:00 AM,Non-Conventional Oil,14505016,09-30-2021 11:18:17 AM
97911,12-01-2017 12:00:00 AM,Conventional Oil,2675987.5,09-30-2021 11:18:17 AM
97912,01-01-2018 12:00:00 AM,Non-Conventional Oil,13751022.9,09-30-2021 11:18:17 AM
97913,01-01-2018 12:00:00 AM,Natural Gas,9491330700,09-30-2021 11:18:17 AM
97914,01-01-2018 12:00:00 AM,Conventional Oil,2645574,09-30-2021 11:18:17 AM
97915,02-01-2018 12:00:00 AM,Conventional Oil,2415498.4,09-30-2021 11:18:17 AM
97916,02-01-2018 12:00:00 AM,Non-Conventional Oil,12879292.2,09-30-2021 11:18:17 AM
97917,02-01-2018 12:00:00 AM,Natural Gas,8532434000,09-30-2021 11:18:17 AM
97918,03-01-2018 12:00:00 AM,Non-Conventional Oil,14342122.6,09-30-2021 11:18:17 AM
97919,03-01-2018 12:00:00 AM,Natural Gas,9505107100,09-30-2021 11:18:17 AM
97920,03-01-2018 12:00:00 AM,Conventional Oil,2745919,09-30-2021 11:18:17 AM
97921,04-01-2018 12:00:00 AM,Natural Gas,9064061100,09-30-2021 11:18:17 AM
97922,04-01-2018 12:00:00 AM,Non-Conventional Oil,12349429.5,09-30-2021 11:18:17 AM
97923,04-01-2018 12:00:00 AM,Conventional Oil,2743208.3,09-30-2021 11:18:17 AM
97924,05-01-2018 12:00:00 AM,Conventional Oil,2823943.9,09-30-2021 11:18:17 AM
97925,05-01-2018 12:00:00 AM,Non-Conventional Oil,13811779.8,09-30-2021 11:18:17 AM
97926,05-01-2018 12:00:00 AM,Natural Gas,9002809000,09-30-2021 11:18:17 AM
97927,06-01-2018 12:00:00 AM,Conventional Oil,2706176.4,09-30-2021 11:18:17 AM
97928,06-01-2018 12:00:00 AM,Non-Conventional Oil,13465187.4,09-30-2021 11:18:17 AM
97929,06-01-2018 12:00:00 AM,Natural Gas,8641039600,09-30-2021 11:18:17 AM
97930,07-01-2018 12:00:00 AM,Conventional Oil,2870091.1,09-30-2021 11:18:17 AM
97931,07-01-2018 12:00:00 AM,Non-Conventional Oil,14319566.5,09-30-2021 11:18:17 AM
97932,07-01-2018 12:00:00 AM,Natural Gas,9063169900,09-30-2021 11:18:17 AM
97933,08-01-2018 12:00:00 AM,Conventional Oil,2982474.3,09-30-2021 11:18:17 AM
97934,08-01-2018 12:00:00 AM,Natural Gas,9210779400,09-30-2021 11:18:17 AM
97935,08-01-2018 12:00:00 AM,Non-Conventional Oil,15395848.9,09-30-2021 11:18:17 AM
97936,09-01-2018 12:00:00 AM,Non-Conventional Oil,13514191.1,09-30-2021 11:18:17 AM
97937,09-01-2018 12:00:00 AM,Conventional Oil,2885799.6,09-30-2021 11:18:17 AM
97938,09-01-2018 12:00:00 AM,Natural Gas,8782362900,09-30-2021 11:18:17 AM
97939,10-01-2018 12:00:00 AM,Natural Gas,9136385700,09-30-2021 11:18:17 AM
97940,10-01-2018 12:00:00 AM,Conventional Oil,2991510.9,09-30-2021 11:18:17 AM
97941,10-01-2018 12:00:00 AM,Non-Conventional Oil,15062982.5,09-30-2021 11:18:17 AM
97942,11-01-2018 12:00:00 AM,Non-Conventional Oil,14917863.1,09-30-2021 11:18:17 AM
97943,11-01-2018 12:00:00 AM,Natural Gas,8990459900,09-30-2021 11:18:17 AM
97944,11-01-2018 12:00:00 AM,Conventional Oil,2851147.9,09-30-2021 11:18:17 AM
97945,12-01-2018 12:00:00 AM,Conventional Oil,2894827.4,09-30-2021 11:18:17 AM
97946,12-01-2018 12:00:00 AM,Natural Gas,9486306000,09-30-2021 11:18:17 AM
97947,12-01-2018 12:00:00 AM,Non-Conventional Oil,15225805.5,09-30-2021 11:18:17 AM
97948,01-01-2019 12:00:00 AM,Natural Gas,9253893800,09-30-2021 11:18:17 AM
97949,01-01-2019 12:00:00 AM,Conventional Oil,2835456,09-30-2021 11:18:17 AM
97950,01-01-2019 12:00:00 AM,Non-Conventional Oil,13966728,09-30-2021 11:18:17 AM
97951,02-01-2019 12:00:00 AM,Natural Gas,7981058100,09-30-2021 11:18:17 AM
97952,02-01-2019 12:00:00 AM,Conventional Oil,2503672.8,09-30-2021 11:18:17 AM
97953,02-01-2019 12:00:00 AM,Non-Conventional Oil,12794304,09-30-2021 11:18:17 AM
97954,03-01-2019 12:00:00 AM,Conventional Oil,2858713.6,09-30-2021 11:18:17 AM
97955,03-01-2019 12:00:00 AM,Natural Gas,9223366400,09-30-2021 11:18:17 AM
97956,03-01-2019 12:00:00 AM,Non-Conventional Oil,14251801.7,09-30-2021 11:18:17 AM
97957,04-01-2019 12:00:00 AM,Non-Conventional Oil,14154673.8,09-30-2021 11:18:17 AM
97958,04-01-2019 12:00:00 AM,Conventional Oil,2814907.2,09-30-2021 11:18:17 AM
97959,04-01-2019 12:00:00 AM,Natural Gas,8877068800,09-30-2021 11:18:17 AM
97960,05-01-2019 12:00:00 AM,Natural Gas,8937726600,09-30-2021 11:18:17 AM
97961,05-01-2019 12:00:00 AM,Conventional Oil,2848100.5,09-30-2021 11:18:17 AM
97962,05-01-2019 12:00:00 AM,Non-Conventional Oil,13843963.5,09-30-2021 11:18:17 AM
97963,06-01-2019 12:00:00 AM,Non-Conventional Oil,14196878.1,09-30-2021 11:18:17 AM
97964,06-01-2019 12:00:00 AM,Conventional Oil,2689754.1,09-30-2021 11:18:17 AM
97965,06-01-2019 12:00:00 AM,Natural Gas,8352580300,09-30-2021 11:18:17 AM
97966,07-01-2019 12:00:00 AM,Conventional Oil,2789658,09-30-2021 11:18:17 AM
97967,07-01-2019 12:00:00 AM,Natural Gas,8737534900,09-30-2021 11:18:17 AM
97968,07-01-2019 12:00:00 AM,Non-Conventional Oil,14861765.4,09-30-2021 11:18:17 AM
97969,08-01-2019 12:00:00 AM,Conventional Oil,2817250.1,09-30-2021 11:18:17 AM
97970,08-01-2019 12:00:00 AM,Non-Conventional Oil,14985923.8,09-30-2021 11:18:17 AM
97971,08-01-2019 12:00:00 AM,Natural Gas,8702985600,09-30-2021 11:18:17 AM
97972,09-01-2019 12:00:00 AM,Non-Conventional Oil,14039449.6,09-30-2021 11:18:17 AM
97973,09-01-2019 12:00:00 AM,Conventional Oil,2708799.9,09-30-2021 11:18:17 AM
97974,09-01-2019 12:00:00 AM,Natural Gas,8263800200,09-30-2021 11:18:17 AM
97975,10-01-2019 12:00:00 AM,Conventional Oil,2802447.1,09-30-2021 11:18:17 AM
97976,10-01-2019 12:00:00 AM,Natural Gas,8818772900,09-30-2021 11:18:17 AM
97977,10-01-2019 12:00:00 AM,Non-Conventional Oil,14242119,09-30-2021 11:18:17 AM
97978,11-01-2019 12:00:00 AM,Non-Conventional Oil,14242021.6,09-30-2021 11:18:17 AM
97979,11-01-2019 12:00:00 AM,Natural Gas,8749348900,09-30-2021 11:18:17 AM
97980,11-01-2019 12:00:00 AM,Conventional Oil,2804337.8,09-30-2021 11:18:17 AM
97981,12-01-2019 12:00:00 AM,Non-Conventional Oil,15504612.4,09-30-2021 11:18:17 AM
97982,12-01-2019 12:00:00 AM,Natural Gas,9157734000,09-30-2021 11:18:17 AM
97983,12-01-2019 12:00:00 AM,Conventional Oil,2910404.8,09-30-2021 11:18:17 AM
97984,01-01-2020 12:00:00 AM,Conventional Oil,2782871,09-30-2021 11:18:17 AM
97985,01-01-2020 12:00:00 AM,Non-Conventional Oil,14983601.1,09-30-2021 11:18:17 AM
97986,01-01-2020 12:00:00 AM,Natural Gas,8692327800,09-30-2021 11:18:17 AM
97987,02-01-2020 12:00:00 AM,Non-Conventional Oil,14135932,09-30-2021 11:18:17 AM
97988,02-01-2020 12:00:00 AM,Natural Gas,8359921400,09-30-2021 11:18:17 AM
97989,02-01-2020 12:00:00 AM,Conventional Oil,2724764.4,09-30-2021 11:18:17 AM
97990,03-01-2020 12:00:00 AM,Natural Gas,8779060200,09-30-2021 11:18:17 AM
97991,03-01-2020 12:00:00 AM,Non-Conventional Oil,14837905.8,09-30-2021 11:18:17 AM
97992,03-01-2020 12:00:00 AM,Conventional Oil,2835731.6,09-30-2021 11:18:17 AM
97993,04-01-2020 12:00:00 AM,Natural Gas,8314961900,09-30-2021 11:18:17 AM
97994,04-01-2020 12:00:00 AM,Non-Conventional Oil,12458925.4,09-30-2021 11:18:17 AM
97995,04-01-2020 12:00:00 AM,Conventional Oil,2306739.8,09-30-2021 11:18:17 AM
97996,05-01-2020 12:00:00 AM,Natural Gas,8397966800,09-30-2021 11:18:17 AM
97997,05-01-2020 12:00:00 AM,Conventional Oil,1982695.1,09-30-2021 11:18:17 AM
97998,05-01-2020 12:00:00 AM,Non-Conventional Oil,12270285.3,09-30-2021 11:18:17 AM
97999,06-01-2020 12:00:00 AM,Natural Gas,8048516199,09-30-2021 11:18:17 AM
98000,06-01-2020 12:00:00 AM,Non-Conventional Oil,12660578,09-30-2021 11:18:17 AM
98001,06-01-2020 12:00:00 AM,Conventional Oil,2164051.3,09-30-2021 11:18:17 AM
98002,07-01-2020 12:00:00 AM,Natural Gas,8263358899,09-30-2021 11:18:17 AM
98003,07-01-2020 12:00:00 AM,Non-Conventional Oil,12973088.9,09-30-2021 11:18:17 AM
98004,07-01-2020 12:00:00 AM,Conventional Oil,2361594.6,09-30-2021 11:18:17 AM
98005,08-01-2020 12:00:00 AM,Natural Gas,8286585600,09-30-2021 11:18:17 AM
98006,08-01-2020 12:00:00 AM,Non-Conventional Oil,12564510.2,09-30-2021 11:18:17 AM
98007,08-01-2020 12:00:00 AM,Conventional Oil,2435018.8,09-30-2021 11:18:17 AM
98008,09-01-2020 12:00:00 AM,Natural Gas,7894861600,09-30-2021 11:18:17 AM
98009,09-01-2020 12:00:00 AM,Non-Conventional Oil,12670770.4,09-30-2021 11:18:17 AM
98010,09-01-2020 12:00:00 AM,Conventional Oil,2296290.8,09-30-2021 11:18:17 AM
98011,10-01-2020 12:00:00 AM,Conventional Oil,2443251.7,09-30-2021 11:18:17 AM
98012,10-01-2020 12:00:00 AM,Non-Conventional Oil,14007060.6,09-30-2021 11:18:17 AM
98013,10-01-2020 12:00:00 AM,Natural Gas,8525690900,09-30-2021 11:18:17 AM
98014,11-01-2020 12:00:00 AM,Conventional Oil,2381602.6,09-30-2021 11:18:17 AM
98015,11-01-2020 12:00:00 AM,Non-Conventional Oil,15059901.4,09-30-2021 11:18:17 AM
98016,11-01-2020 12:00:00 AM,Natural Gas,8409946300,09-30-2021 11:18:17 AM
98017,12-01-2020 12:00:00 AM,Non-Conventional Oil,16293414.4,09-30-2021 11:18:17 AM
98018,12-01-2020 12:00:00 AM,Conventional Oil,2453353.9,09-30-2021 11:18:17 AM
98019,12-01-2020 12:00:00 AM,Natural Gas,8747490200,09-30-2021 11:18:17 AM
98020,01-01-2021 12:00:00 AM,Natural Gas,8670717400,09-30-2021 11:18:17 AM
98021,01-01-2021 12:00:00 AM,Non-Conventional Oil,16011452.4,09-30-2021 11:18:17 AM
98022,01-01-2021 12:00:00 AM,Conventional Oil,2402388.8,09-30-2021 11:18:17 AM
98023,02-01-2021 12:00:00 AM,Natural Gas,7589075700,09-30-2021 11:18:17 AM
98024,02-01-2021 12:00:00 AM,Conventional Oil,2105459.6,09-30-2021 11:18:17 AM
98025,02-01-2021 12:00:00 AM,Non-Conventional Oil,13794452.7,09-30-2021 11:18:17 AM
98026,03-01-2021 12:00:00 AM,Natural Gas,8854916400,09-30-2021 11:18:17 AM
98027,03-01-2021 12:00:00 AM,Non-Conventional Oil,15414226.7,09-30-2021 11:18:17 AM
98028,03-01-2021 12:00:00 AM,Conventional Oil,2449641.1,09-30-2021 11:18:17 AM
98029,04-01-2021 12:00:00 AM,Natural Gas,8618003100,09-30-2021 11:18:17 AM
98030,04-01-2021 12:00:00 AM,Conventional Oil,2441556.2,09-30-2021 11:18:17 AM
98031,04-01-2021 12:00:00 AM,Non-Conventional Oil,13335507.5,09-30-2021 11:18:17 AM
98032,05-01-2021 12:00:00 AM,Conventional Oil,2464074.8,09-30-2021 11:18:17 AM
98033,05-01-2021 12:00:00 AM,Non-Conventional Oil,14041938.8,09-30-2021 11:18:17 AM
98034,05-01-2021 12:00:00 AM,Natural Gas,8746251800,09-30-2021 11:18:17 AM
98035,06-01-2021 12:00:00 AM,Natural Gas,8387927100,09-30-2021 11:18:17 AM
98036,06-01-2021 12:00:00 AM,Non-Conventional Oil,14788685.8,09-30-2021 11:18:17 AM
98037,06-01-2021 12:00:00 AM,Conventional Oil,2352852.1,09-30-2021 11:18:17 AM
98038,07-01-2021 12:00:00 AM,Conventional Oil,2510053.6,09-30-2021 11:18:17 AM
98039,07-01-2021 12:00:00 AM,Natural Gas,8861970099,09-30-2021 11:18:17 AM
98040,07-01-2021 12:00:00 AM,Non-Conventional Oil,15575757.6,09-30-2021 11:18:17 AM
98041,08-01-2021 12:00:00 AM,Natural Gas,8980706500,09-30-2021 11:18:17 AM
98042,08-01-2021 12:00:00 AM,Conventional Oil,2585534,09-30-2021 11:18:17 AM
98043,08-01-2021 12:00:00 AM,Non-Conventional Oil,15214752.4,09-30-2021 11:18:17 AM
98044,01-01-2007 12:00:00 AM,Total,8312276.6,09-30-2021 11:18:17 AM
98045,02-01-2007 12:00:00 AM,Total,7865487,09-30-2021 11:18:17 AM
98046,03-01-2007 12:00:00 AM,Total,8785947.3,09-30-2021 11:18:17 AM
98047,04-01-2007 12:00:00 AM,Total,8030452.2,09-30-2021 11:18:17 AM
98048,05-01-2007 12:00:00 AM,Total,8075145.4,09-30-2021 11:18:17 AM
98049,06-01-2007 12:00:00 AM,Total,7609870.7,09-30-2021 11:18:17 AM
98050,07-01-2007 12:00:00 AM,Total,8485180.7,09-30-2021 11:18:17 AM
98051,08-01-2007 12:00:00 AM,Total,9188253.8,09-30-2021 11:18:17 AM
98052,09-01-2007 12:00:00 AM,Total,8501054.6,09-30-2021 11:18:17 AM
98053,10-01-2007 12:00:00 AM,Total,8921739.5,09-30-2021 11:18:17 AM
98054,11-01-2007 12:00:00 AM,Total,8481796.9,09-30-2021 11:18:17 AM
98055,12-01-2007 12:00:00 AM,Total,8021151.9,09-30-2021 11:18:17 AM
98056,01-01-2008 12:00:00 AM,Total,8480339.4,09-30-2021 11:18:17 AM
98057,02-01-2008 12:00:00 AM,Total,7758581.2,09-30-2021 11:18:17 AM
98058,03-01-2008 12:00:00 AM,Total,8512679,09-30-2021 11:18:17 AM
98059,04-01-2008 12:00:00 AM,Total,7903152.3,09-30-2021 11:18:17 AM
98060,05-01-2008 12:00:00 AM,Total,7718077.6,09-30-2021 11:18:17 AM
98061,06-01-2008 12:00:00 AM,Total,7992482,09-30-2021 11:18:17 AM
98062,07-01-2008 12:00:00 AM,Total,8762903.9,09-30-2021 11:18:17 AM
98063,08-01-2008 12:00:00 AM,Total,8893836.8,09-30-2021 11:18:17 AM
98064,09-01-2008 12:00:00 AM,Total,8237595.9,09-30-2021 11:18:17 AM
98065,10-01-2008 12:00:00 AM,Total,8576642.6,09-30-2021 11:18:17 AM
98066,11-01-2008 12:00:00 AM,Total,8607430.8,09-30-2021 11:18:17 AM
98067,12-01-2008 12:00:00 AM,Total,8721876.8,09-30-2021 11:18:17 AM
98068,01-01-2009 12:00:00 AM,Total,8615211.5,09-30-2021 11:18:17 AM
98069,02-01-2009 12:00:00 AM,Total,8122113.5,09-30-2021 11:18:17 AM
98070,03-01-2009 12:00:00 AM,Total,8627655.6,09-30-2021 11:18:17 AM
98071,04-01-2009 12:00:00 AM,Total,7943344.6,09-30-2021 11:18:17 AM
98072,05-01-2009 12:00:00 AM,Total,8480455.5,09-30-2021 11:18:17 AM
98073,06-01-2009 12:00:00 AM,Total,8708502.3,09-30-2021 11:18:17 AM
98074,07-01-2009 12:00:00 AM,Total,9376165.2,09-30-2021 11:18:17 AM
98075,08-01-2009 12:00:00 AM,Total,9168735.4,09-30-2021 11:18:17 AM
98076,09-01-2009 12:00:00 AM,Total,8627569.1,09-30-2021 11:18:17 AM
98077,10-01-2009 12:00:00 AM,Total,9236907.8,09-30-2021 11:18:17 AM
98078,11-01-2009 12:00:00 AM,Total,9258163,09-30-2021 11:18:17 AM
98079,12-01-2009 12:00:00 AM,Total,8819844.6,09-30-2021 11:18:17 AM
98080,01-01-2010 12:00:00 AM,Total,8246703.5,09-30-2021 11:18:17 AM
98081,02-01-2010 12:00:00 AM,Total,8347509.7,09-30-2021 11:18:17 AM
98082,03-01-2010 12:00:00 AM,Total,9276472,09-30-2021 11:18:17 AM
98083,04-01-2010 12:00:00 AM,Total,8946908.5,09-30-2021 11:18:17 AM
98084,05-01-2010 12:00:00 AM,Total,9632583.9,09-30-2021 11:18:17 AM
98085,06-01-2010 12:00:00 AM,Total,9533384.2,09-30-2021 11:18:17 AM
98086,07-01-2010 12:00:00 AM,Total,9858765.2,09-30-2021 11:18:17 AM
